,items,comp
365,"Persistence to last grade of primary, male (% of cohort)",-0.052212126553058624
812,"Population ages 45-49, female (% of female population)",-0.051940642297267914
831,"Population ages 70-74, male (% of male population)",-0.05190111696720123
844,Prevalence of anemia among non-pregnant women (% of women ages 15-49),-0.05125308781862259
405,"School enrollment, secondary (gross), gender parity index (GPI)",-0.05042780935764313
700,Women's share of population ages 15+ living with HIV (%),-0.05022817850112915
1052,"Patent applications, residents",-0.05008098855614662
920,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",-0.04993591457605362
705,"Age dependency ratio, old (% of working-age population)",-0.04953843355178833
756,Low-birthweight babies (% of births),-0.048088718205690384
264,"Revenue, excluding grants (% of GDP)",-0.048074815422296524
822,Population ages 65 and above (% of total),-0.04707397148013115
32,Livestock production index (2004-2006 = 100),-0.04704723134636879
347,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",-0.046501725912094116
357,"Net intake rate in grade 1, male (% of official school-age population)",-0.0461198166012764
355,Net intake rate in grade 1 (% of official school-age population),-0.04553114250302315
1159,Transport services (% of commercial service imports),-0.04516468569636345
507,CO2 emissions from transport (% of total fuel combustion),-0.04485947638750076
189,Gross savings (current LCU),-0.04381340742111206
743,External health expenditure (% of current health expenditure),-0.043804146349430084
647,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",-0.04310111701488495
623,"Children in employment, male (% of male children ages 7-14)",-0.042351290583610535
829,"Population ages 65-69, male (% of male population)",-0.04090819135308266
377,"Primary education, teachers (% female)",-0.04056667909026146
663,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),-0.03964889049530029
91,Discrepancy in expenditure estimate of GDP (current LCU),-0.03783930838108063
821,"Population ages 60-64, male (% of male population)",-0.037147603929042816
979,"Informal employment, male (% of total non-agricultural employment)",-0.03641485050320625
707,Antiretroviral therapy coverage (% of people living with HIV),-0.036076270043849945
798,"Population ages 15-64, female (% of total)",-0.035963013768196106
916,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),-0.035848505795001984
540,"People using at least basic sanitation services, urban (% of urban population)",-0.035803213715553284
266,"Secondary income, other sectors, payments (BoP, current US$)",-0.03547189012169838
1005,"Self-employed, total (% of total employment) (modeled ILO estimate)",-0.035286884754896164
432,Trained teachers in primary education (% of total teachers),-0.034786656498909
306,"Current education expenditure, total (% of total expenditure in public institutions)",-0.034643448889255524
25,Fertilizer consumption (% of fertilizer production),-0.03278931975364685
998,"Labor force with basic education, male (% of male working-age population with basic education)",-0.03226726874709129
389,"Repeaters, primary, male (% of male enrollment)",-0.030674800276756287
946,Coverage of social insurance programs in 2nd quintile (% of population),-0.030592747032642365
949,Coverage of social insurance programs in poorest quintile (% of population),-0.028308022767305374
485,Time required to get electricity (days),-0.02809659019112587
976,GDP per person employed (constant 2011 PPP $),-0.027219828218221664
129,GDP per capita (constant 2010 US$),-0.02715556137263775
854,"Prevalence of stunting, height for age, female (% of children under 5)",-0.026591334491968155
927,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),-0.02649502456188202
824,"Population ages 65 and above, female (% of total)",-0.025526810437440872
686,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",-0.025227583944797516
996,Labor force with basic education (% of total working-age population with basic education),-0.0249757319688797
903,Mobile cellular subscriptions (per 100 people),-0.023967092856764793
237,"Net errors and omissions (BoP, current US$)",-0.023323677480220795
1086,"International tourism, expenditures (% of total imports)",-0.02235770970582962
833,"Population ages 75-79, male (% of male population)",-0.021474165841937065
834,"Population ages 80 and above, female (% of female population)",-0.02132294327020645
539,"People using at least basic sanitation services, rural (% of rural population)",-0.021197982132434845
545,"People using safely managed sanitation services, rural (% of rural population)",-0.02029487118124962
679,"Smoking prevalence, males (% of adults)",-0.020159415900707245
445,"Access to electricity, urban (% of urban population)",-0.01989537477493286
955,Coverage of social safety net programs in 4th quintile (% of population),-0.019458284601569176
607,"Stocks traded, total value (% of GDP)",-0.019338004291057587
866,Refugee population by country or territory of asylum,-0.018675701692700386
762,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",-0.01753944903612137
997,"Labor force with basic education, female (% of female working-age population with basic education)",-0.017278797924518585
115,Financial intermediary services indirectly Measured (FISIM) (constant LCU),-0.01694057695567608
54,"Adjusted net savings, including particulate emission damage (% of GNI)",-0.016204137355089188
351,"Lower secondary completion rate, female (% of relevant age group)",-0.014720709063112736
1101,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),-0.014218185096979141
888,Container port traffic (TEU: 20 foot equivalent units),-0.013528653420507908
1117,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),-0.013190962374210358
936,"Children in employment, total (% of children ages 7-14)",-0.013016857206821442
826,"Population ages 65 and above, male (% of total)",-0.012572045437991619
397,"School enrollment, primary and secondary (gross), gender parity index (GPI)",-0.012549865990877151
677,"Self-employed, male (% of male employment) (modeled ILO estimate)",-0.012092593125998974
897,"Industrial design applications, resident, by count",-0.012078903615474701
24,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",-0.010652253404259682
931,Child employment in services (% of economically active children ages 7-14),-0.010374531149864197
353,"Lower secondary completion rate, total (% of relevant age group)",-0.00979791022837162
311,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",-0.009141135960817337
759,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",-0.009093839675188065
557,Total fisheries production (metric tons),-0.007240651175379753
1067,"Bound rate, simple mean, manufactured products (%)",-0.006756829097867012
1007,"Share of youth not in education, employment or training, male (% of male youth population)",-0.006472356617450714
919,"Average working hours of children, study and work, ages 7-14 (hours per week)",-0.0058229099959135056
1098,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),-0.00520830973982811
853,"Prevalence of stunting, height for age (% of children under 5)",-0.005092712119221687
175,Gross fixed capital formation (constant 2010 US$),-0.004788164049386978
781,"Nurses and midwives (per 1,000 people)",-0.004222927615046501
898,Investment in ICT with private participation (current US$),-0.004188865423202515
622,"Children in employment, female (% of female children ages 7-14)",-0.004105847328901291
1050,High-technology exports (current US$),-0.0040031904354691505
83,"Charges for the use of intellectual property, receipts (BoP, current US$)",-0.003969129174947739
921,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",-0.0030130408704280853
1075,"Cost to import, border compliance (US$)",-0.0024141184985637665
861,"Probability of dying at age 5-14 years (per 1,000 children age 5)",-0.0016032091807574034
992,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",-0.00103740394115448
71,Adjusted savings: net national savings (current US$),0.0005730325356125832
520,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",0.0006188377737998962
910,"Railways, passengers carried (million passenger-km)",0.0006465651094913483
76,"Agriculture, forestry, and fishing, value added (constant LCU)",0.001072905957698822
486,Total natural resources rents (% of GDP),0.0012490246444940567
901,Liner shipping connectivity index (maximum value in 2004 = 100),0.0014194473624229431
375,"Primary education, pupils (% female)",0.002767454832792282
692,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.0035870131105184555
166,Gross capital formation (constant LCU),0.004253326449543238
538,People using at least basic sanitation services (% of population),0.0050169602036476135
262,"Primary income receipts (BoP, current US$)",0.005115175619721413
52,"Adjusted net savings, excluding particulate emission damage (% of GNI)",0.0051324740052223206
484,Renewable energy consumption (% of total final energy consumption),0.005230871960520744
962,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),0.005870386958122253
688,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",0.005943184718489647
233,"Manufacturing, value added (current US$)",0.006934415549039841
97,Exports of goods and services (constant 2010 US$),0.00761379674077034
506,CO2 emissions from solid fuel consumption (kt),0.007991679944097996
1156,"Time to import, border compliance (hours)",0.008572621271014214
825,"Population ages 65 and above, male",0.009439106099307537
895,Individuals using the Internet (% of population),0.009447481483221054
0,"Access to electricity, rural (% of rural population)",0.010328568518161774
1099,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),0.010524488985538483
1100,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),0.011847058311104774
544,People using safely managed sanitation services (% of population),0.012404996901750565
1116,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),0.012795500457286835
312,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0.01409115456044674
370,"Primary completion rate, female (% of relevant age group)",0.014217713847756386
922,"Average working hours of children, working only, ages 7-14 (hours per week)",0.014447311870753765
1066,"Bound rate, simple mean, all products (%)",0.015010640025138855
337,"Government expenditure per student, secondary (% of GDP per capita)",0.015264518558979034
987,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",0.015344468876719475
551,Population living in slums (% of urban population),0.015352081507444382
55,"Adjusted net savings, including particulate emission damage (current US$)",0.015471569262444973
814,"Population ages 5-9, female (% of female population)",0.016789039596915245
965,Employment in industry (% of total employment) (modeled ILO estimate),0.01727386936545372
874,"Suicide mortality rate, female (per 100,000 female population)",0.01743897795677185
168,Gross capital formation (current US$),0.018503274768590927
727,Current health expenditure (% of GDP),0.01904495619237423
98,Exports of goods and services (constant LCU),0.01950489543378353
423,"Secondary education, vocational pupils",0.019617959856987
53,"Adjusted net savings, excluding particulate emission damage (current US$)",0.020453276112675667
1102,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),0.020506858825683594
1104,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),0.02057522162795067
835,"Population ages 80 and above, male (% of male population)",0.021246371790766716
356,"Net intake rate in grade 1, female (% of official school-age population)",0.02140944078564644
404,"School enrollment, secondary (% net)",0.02182888239622116
929,Child employment in agriculture (% of economically active children ages 7-14),0.022004470229148865
881,UHC service coverage index,0.023072924464941025
689,Wanted fertility rate (births per woman),0.024384815245866776
371,"Primary completion rate, male (% of relevant age group)",0.024740878492593765
346,"Literacy rate, adult total (% of people ages 15 and above)",0.02474370039999485
59,Adjusted savings: consumption of fixed capital (current US$),0.025113269686698914
896,"Industrial design applications, nonresident, by count",0.025451090186834335
444,Access to electricity (% of population),0.02667062170803547
1094,"International tourism, receipts for passenger transport items (current US$)",0.026732049882411957
227,Machinery and transport equipment (% of value added in manufacturing),0.026785578578710556
1087,"International tourism, expenditures (current US$)",0.027397893369197845
274,Taxes less subsidies on products (constant LCU),0.02760288119316101
889,Fixed broadband subscriptions,0.029113974422216415
750,"Immunization, measles (% of children ages 12-23 months)",0.029444722458720207
407,"School enrollment, secondary, female (% net)",0.029759282246232033
419,"Secondary education, pupils (% female)",0.030342238023877144
1058,"Trademark applications, direct resident",0.030910184606909752
208,"Imports of goods and services (BoP, current US$)",0.031034424901008606
268,"Service imports (BoP, current US$)",0.031471483409404755
383,"Pupil-teacher ratio, preprimary",0.03175973519682884
918,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),0.03237490355968475
372,"Primary completion rate, total (% of relevant age group)",0.03240397572517395
161,"Goods imports (BoP, current US$)",0.033126458525657654
855,"Prevalence of stunting, height for age, male (% of children under 5)",0.033330969512462616
907,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",0.03376535698771477
1054,Researchers in R&D (per million people),0.03437424451112747
352,"Lower secondary completion rate, male (% of relevant age group)",0.0356287807226181
757,"Mortality caused by road traffic injury (per 100,000 people)",0.03588254749774933
1070,Commercial service imports (current US$),0.03623273968696594
267,"Service exports (BoP, current US$)",0.03624783456325531
1057,"Trademark applications, direct nonresident",0.036331843584775925
387,"Pupil-teacher ratio, upper secondary",0.03660636767745018
230,"Manufacturing, value added (constant 2010 US$)",0.03701142966747284
1076,"Cost to import, documentary compliance (US$)",0.0372699499130249
154,General government final consumption expenditure (% of GDP),0.03734631463885307
562,Urban land area where elevation is below 5 meters (sq. km),0.03787637874484062
265,"Secondary income receipts (BoP, current US$)",0.0380922369658947
310,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",0.03811368718743324
785,"Physicians (per 1,000 people)",0.03859783709049225
342,"Labor force, female (% of total labor force)",0.03892480581998825
1056,Technicians in R&D (per million people),0.039333175867795944
302,"Compulsory education, duration (years)",0.040109407156705856
408,"School enrollment, secondary, male (% gross)",0.0405801460146904
281,"Total debt service (% of exports of goods, services and primary income)",0.041071586310863495
122,"Foreign direct investment, net outflows (BoP, current US$)",0.04113779962062836
608,"Stocks traded, total value (current US$)",0.04118766635656357
412,"School enrollment, tertiary (gross), gender parity index (GPI)",0.041382938623428345
954,Coverage of social safety net programs in 3rd quintile (% of population),0.041858281940221786
523,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",0.04269208014011383
1103,Logistics performance index: Overall (1=low to 5=high),0.04352499544620514
990,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0.043927211314439774
1088,"International tourism, expenditures for passenger transport items (current US$)",0.0440683551132679
101,"Exports of goods, services and primary income (BoP, current US$)",0.04433760046958923
791,"Population ages 0-4, female (% of female population)",0.04461890459060669
885,"Air transport, freight (million ton-km)",0.044849179685115814
776,Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.04592600092291832
95,"Exports of goods and services (BoP, current US$)",0.04630229249596596
891,Fixed telephone subscriptions,0.04724951088428497
212,Imports of goods and services (current LCU),0.04731547832489014
1091,"International tourism, number of departures",0.04777592420578003
394,"School enrollment, primary (% gross)",0.04867386072874069
815,"Population ages 5-9, male (% of male population)",0.04875967279076576
409,"School enrollment, secondary, male (% net)",0.04894298315048218
498,CO2 emissions (metric tons per capita),0.048990245908498764
399,"School enrollment, primary, female (% net)",0.04915568605065346
546,"People using safely managed sanitation services, urban (% of urban population)",0.04933985322713852
699,Women who were first married by age 18 (% of women ages 20-24),0.04944918304681778
1095,"International tourism, receipts for travel items (current US$)",0.0494801327586174
1068,"Bound rate, simple mean, primary products (%)",0.050408247858285904
548,"People with basic handwashing facilities including soap and water, rural (% of rural population)",0.050667792558670044
554,SF6 gas emissions (thousand metric tons of CO2 equivalent),0.050671204924583435
524,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.05091963708400726
595,Market capitalization of listed domestic companies (current US$),0.05225731432437897
499,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",0.05315028131008148
99,Exports of goods and services (current LCU),0.05372617021203041
687,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",0.053871817886829376
323,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",0.05390893667936325
224,"Insurance and financial services (% of service imports, BoP)",0.053915441036224365
247,Net secondary income (Net current transfers from abroad) (current US$),0.055426519364118576
515,HFC gas emissions (thousand metric tons of CO2 equivalent),0.05570831149816513
464,Energy use (kg of oil equivalent per capita),0.05644560605287552
778,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,0.05653510242700577
293,Adolescents out of school (% of lower secondary school age),0.056869085878133774
478,Oil rents (% of GDP),0.05730587989091873
775,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.0574943944811821
178,Gross fixed capital formation (current US$),0.057756539434194565
618,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",0.058193083852529526
37,Rural population,0.058316610753536224
1069,Commercial service exports (current US$),0.05832832306623459
644,"Fertility rate, total (births per woman)",0.05840453505516052
1167,Urban population,0.05852038413286209
143,GNI growth (annual %),0.05890718102455139
1037,Poverty gap at $1.90 a day (2011 PPP) (%),0.058931443840265274
914,"Trademark applications, resident, by count",0.05901932716369629
191,Gross value added at basic prices (GVA) (constant 2010 US$),0.05920188128948212
492,"Annual freshwater withdrawals, total (billion cubic meters)",0.06045496463775635
211,Imports of goods and services (constant LCU),0.061065785586833954
406,"School enrollment, secondary, female (% gross)",0.06111374497413635
4,"Agricultural machinery, tractors",0.06206371262669563
217,"Industry (including construction), value added (constant 2010 US$)",0.0625380426645279
951,Coverage of social protection and labor programs (% of population),0.06275087594985962
160,"Goods exports (BoP, current US$)",0.06381982564926147
659,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.06398623436689377
93,Exports as a capacity to import (constant LCU),0.06447578966617584
403,"School enrollment, secondary (% gross)",0.06469659507274628
336,"Government expenditure per student, primary (% of GDP per capita)",0.06528055667877197
1038,Poverty gap at $3.20 a day (2011 PPP) (%),0.06529352068901062
202,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",0.06564198434352875
100,Exports of goods and services (current US$),0.06576507538557053
843,Prevalence of anemia among children (% of children under 5),0.06652536988258362
185,Gross national expenditure (current US$),0.06661335378885269
344,"Literacy rate, adult female (% of females ages 15 and above)",0.06693350523710251
172,Gross domestic savings (current US$),0.06798477470874786
1092,"International tourism, receipts (% of total exports)",0.06802196055650711
111,Final consumption expenditure (constant 2010 US$),0.0681878924369812
1120,Merchandise imports (current US$),0.06877361238002777
959,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),0.06923789530992508
190,Gross savings (current US$),0.06949125230312347
137,"GDP, PPP (current international $)",0.06955573707818985
569,"Borrowers from commercial banks (per 1,000 adults)",0.06972373276948929
479,Ores and metals exports (% of merchandise exports),0.06998470425605774
82,"Charges for the use of intellectual property, payments (BoP, current US$)",0.07019244879484177
1089,"International tourism, expenditures for travel items (current US$)",0.07026711851358414
153,"GNI, PPP (current international $)",0.07028668373823166
324,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",0.07031168788671494
1121,Merchandise imports by the reporting economy (current US$),0.07112327963113785
126,GDP (current US$),0.07132301479578018
316,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",0.07135211676359177
213,Imports of goods and services (current US$),0.07199952006340027
290,"Adjusted net enrollment rate, primary (% of primary school age children)",0.07241951674222946
567,Bank liquid reserves to bank assets ratio (%),0.07266558706760406
416,"Secondary education, general pupils",0.07317797839641571
867,Refugee population by country or territory of origin,0.07345710694789886
786,"Population ages 0-14, female",0.0737358033657074
953,Coverage of social safety net programs in 2nd quintile (% of population),0.07382693141698837
1059,"Trademark applications, total",0.0741376280784607
827,"Population ages 65 and above, total",0.07492929697036743
777,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,0.07511179149150848
322,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",0.075185626745224
242,Net primary income (Net income from abroad) (current LCU),0.07527166604995728
320,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",0.07636916637420654
186,Gross national expenditure deflator (base year varies by country),0.07659097760915756
348,"Literacy rate, youth female (% of females ages 15-24)",0.07675590366125107
343,"Labor force, total",0.07685326039791107
1073,"Cost to export, border compliance (US$)",0.07806864380836487
1079,Export volume index (2000 = 100),0.07844968140125275
839,"Population, male",0.07873864471912384
488,Access to clean fuels and technologies for cooking (% of population),0.07887745648622513
165,Gross capital formation (constant 2010 US$),0.07901686429977417
13,"Agriculture, forestry, and fishing, value added (current US$)",0.07906964421272278
367,Population ages 0-14 (% of total),0.07911348342895508
376,"Primary education, teachers",0.079262875020504
114,Final consumption expenditure (current US$),0.07935181260108948
22,Employment in agriculture (% of total employment) (modeled ILO estimate),0.0794423520565033
299,"Children out of school, primary",0.07974952459335327
182,Gross national expenditure (constant 2010 US$),0.08006709814071655
1093,"International tourism, receipts (current US$)",0.08025750517845154
1041,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.08031303435564041
210,Imports of goods and services (constant 2010 US$),0.08086352050304413
156,General government final consumption expenditure (constant 2010 US$),0.08104260265827179
787,"Population ages 0-14, female (% of total)",0.08155137300491333
1051,"Patent applications, nonresidents",0.08256742358207703
761,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",0.08266429603099823
104,External balance on goods and services (current LCU),0.08294437825679779
869,Risk of impoverishing expenditure for surgical care (% of people at risk),0.08389359712600708
345,"Literacy rate, adult male (% of males ages 15 and above)",0.08513042330741882
220,"Industry (including construction), value added (current US$)",0.08538868278265
159,General government final consumption expenditure (current US$),0.08545377850532532
902,Mobile cellular subscriptions,0.08605591952800751
709,"Birth rate, crude (per 1,000 people)",0.08611344546079636
837,"Population, female",0.08612323552370071
139,GNI (constant 2010 US$),0.08679382503032684
123,GDP (constant 2010 US$),0.08733406662940979
610,Strength of legal rights index (0=weak to 12=strong),0.08746464550495148
1107,Merchandise exports (current US$),0.0878734290599823
790,"Population ages 0-14, total",0.08861468732357025
1026,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",0.0888637900352478
480,Ores and metals imports (% of merchandise imports),0.08895397931337357
509,Capture fisheries production (metric tons),0.08899242430925369
1168,Urban population (% of total),0.08934894949197769
801,"Population ages 15-64, total",0.08982028067111969
620,"Child employment in services, female (% of female economically active children ages 7-14)",0.08991600573062897
194,Gross value added at basic prices (GVA) (current US$),0.0899510458111763
75,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",0.09069458395242691
229,"Manufacturing, value added (annual % growth)",0.09133848547935486
646,Firms with female top manager (% of firms),0.09188936650753021
704,Age dependency ratio (% of working-age population),0.09203530102968216
706,"Age dependency ratio, young (% of working-age population)",0.09206227958202362
487,Value lost due to electrical outages (% of sales for affected firms),0.09258496761322021
291,"Adjusted net enrollment rate, primary, female (% of primary school age children)",0.09269227087497711
908,Rail lines (total route-km),0.09297098964452744
771,Number of deaths ages 5-14 years,0.09336414933204651
214,"Imports of goods, services and primary income (BoP, current US$)",0.09355869889259338
420,"Secondary education, teachers",0.09379250556230545
1055,Scientific and technical journal articles,0.09382692724466324
792,"Population ages 0-4, male (% of male population)",0.09390636533498764
152,"GNI, PPP (constant 2011 international $)",0.09426996111869812
448,CO2 emissions from liquid fuel consumption (kt),0.09445208311080933
547,People with basic handwashing facilities including soap and water (% of population),0.09457723051309586
952,Coverage of social safety net programs (% of population),0.09510072320699692
239,Net official development assistance received (current US$),0.09521893411874771
199,Households and NPISHs Final consumption expenditure (current US$),0.09524676203727722
1108,Merchandise exports by the reporting economy (current US$),0.09579149633646011
12,"Agriculture, forestry, and fishing, value added (% of GDP)",0.09587066620588303
1004,Ratio of female to male labor force participation rate (%) (national estimate),0.09621597826480865
1042,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.09669179469347
102,External balance on goods and services (% of GDP),0.09750889241695404
47,Adjusted net national income (constant 2010 US$),0.0977434515953064
142,GNI (current US$),0.09882207959890366
467,Fossil fuel energy consumption (% of total),0.09884247183799744
303,"Current education expenditure, primary (% of total expenditure in primary public institutions)",0.09985315799713135
1061,Arms imports (SIPRI trend indicator values),0.10039149224758148
1039,Poverty gap at $5.50 a day (2011 PPP) (%),0.10064779222011566
497,CO2 emissions (kt),0.10081249475479126
318,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",0.10093797743320465
593,"Listed domestic companies, total",0.10171101987361908
799,"Population ages 15-64, male",0.10213084518909454
559,Total greenhouse gas emissions (kt of CO2 equivalent),0.102592334151268
1053,Research and development expenditure (% of GDP),0.10264420509338379
151,"GNI, Atlas method (current US$)",0.10280657559633255
913,"Trademark applications, nonresident, by count",0.10290192067623138
794,"Population ages 10-14, male (% of male population)",0.10311038792133331
350,"Literacy rate, youth total (% of people ages 15-24)",0.1032785028219223
292,"Adjusted net enrollment rate, primary, male (% of primary school age children)",0.10396570712327957
321,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",0.10410778224468231
120,"Foreign direct investment, net inflows (BoP, current US$)",0.10471311211585999
170,Gross domestic savings (% of GDP),0.10485043376684189
136,"GDP, PPP (constant 2011 international $)",0.10586115717887878
982,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",0.10680601000785828
461,"Energy imports, net (% of energy use)",0.10769423842430115
255,"Personal remittances, received (current US$)",0.10797983407974243
261,"Primary income payments (BoP, current US$)",0.10860912501811981
1080,Food exports (% of merchandise exports),0.10927616059780121
317,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",0.11012563109397888
48,Adjusted net national income (current US$),0.1107100173830986
788,"Population ages 0-14, male",0.1111283004283905
887,"Air transport, registered carrier departures worldwide",0.11199887841939926
301,"Children out of school, primary, male",0.11305209249258041
521,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",0.11399342864751816
395,"School enrollment, primary (% net)",0.11456912010908127
203,"Households and NPISHs Final consumption expenditure, PPP (current international $)",0.11510373651981354
797,"Population ages 15-64, female",0.11512778699398041
196,Households and NPISHs Final consumption expenditure (constant 2010 US$),0.11516822874546051
572,Broad money growth (annual %),0.11580890417098999
7,Agricultural methane emissions (thousand metric tons of CO2 equivalent),0.1160234585404396
1043,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0.11656038463115692
382,"Pupil-teacher ratio, lower secondary",0.11674228310585022
256,"Personal transfers, receipts (BoP, current US$)",0.11716952919960022
449,Combustible renewables and waste (% of total energy),0.11749504506587982
334,"Government expenditure on education, total (% of GDP)",0.1178022250533104
526,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.11819397658109665
999,Labor force with intermediate education (% of total working-age population with intermediate education),0.11845161020755768
621,"Child employment in services, male (% of male economically active children ages 7-14)",0.11875011026859283
774,Number of neonatal deaths,0.11928614228963852
19,Cereal production (metric tons),0.12036387622356415
418,"Secondary education, pupils",0.12094911932945251
278,Terms of trade adjustment (constant LCU),0.12104462087154388
79,Changes in inventories (constant LCU),0.12284865975379944
900,Investment in water and sanitation with private participation (current US$),0.12417435646057129
658,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0.12458817660808563
710,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",0.12488888204097748
225,Interest payments on external debt (% of GNI),0.1252700239419937
823,"Population ages 65 and above, female",0.12634263932704926
300,"Children out of school, primary, female",0.12651899456977844
401,"School enrollment, primary, male (% net)",0.12774279713630676
477,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),0.12825626134872437
3,Agricultural land (sq. km),0.12881222367286682
789,"Population ages 0-14, male (% of total)",0.12908896803855896
766,"Mortality rate, neonatal (per 1,000 live births)",0.12913288176059723
57,Adjusted savings: carbon dioxide damage (current US$),0.12976789474487305
106,External debt stocks (% of GNI),0.1304701417684555
460,"Electricity production from renewable sources, excluding hydroelectric (kWh)",0.13050249218940735
349,"Literacy rate, youth male (% of males ages 15-24)",0.13084034621715546
453,Electricity production from coal sources (% of total),0.13178327679634094
906,Public private partnerships investment in water and sanitation (current US$),0.13180911540985107
904,Public private partnerships investment in energy (current US$),0.13251402974128723
275,Taxes less subsidies on products (current LCU),0.13290195167064667
1081,Food imports (% of merchandise imports),0.13311435282230377
64,Adjusted savings: gross savings (% of GNI),0.13327302038669586
543,"People using safely managed drinking water services, urban (% of urban population)",0.1340666115283966
780,Number of under-five deaths,0.13409286737442017
542,"People using safely managed drinking water services, rural (% of rural population)",0.1342279314994812
23,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0.13505280017852783
793,"Population ages 10-14, female (% of female population)",0.1351352035999298
968,"Employment to population ratio, 15+, male (%) (national estimate)",0.13542135059833527
886,"Air transport, passengers carried",0.13588672876358032
1118,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),0.13633029162883759
400,"School enrollment, primary, male (% gross)",0.1374979317188263
472,Investment in energy with private participation (current US$),0.1378704011440277
1113,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),0.13816726207733154
96,Exports of goods and services (annual % growth),0.1398298293352127
1090,"International tourism, number of arrivals",0.1398473083972931
9,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.14014053344726562
532,People practicing open defecation (% of population),0.14026129245758057
250,Other manufacturing (% of value added in manufacturing),0.1410825252532959
674,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.14116033911705017
