,items,comp
1029,GINI index (World Bank estimate),-0.11716328561306
990,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",-0.11529761552810669
337,"Government expenditure per student, secondary (% of GDP per capita)",-0.1152455061674118
1111,Merchandise exports to high-income economies (% of total merchandise exports),-0.11429333686828613
651,Law mandates paid or unpaid maternity leave (1=yes; 0=no),-0.112162746489048
1062,Average time to clear exports through customs (days),-0.11149939894676208
211,Imports of goods and services (constant LCU),-0.1114545613527298
373,"Primary education, duration (years)",-0.11037078499794006
259,Price level ratio of PPP conversion factor (GDP) to market exchange rate,-0.11010843515396118
598,Net migration,-0.11007443070411682
941,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",-0.1070772334933281
1114,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),-0.10670814663171768
288,"Travel services (% of service exports, BoP)",-0.10656671226024628
336,"Government expenditure per student, primary (% of GDP per capita)",-0.1057385727763176
1064,"Binding coverage, manufactured products (%)",-0.10481483489274979
166,Gross capital formation (constant LCU),-0.10407629609107971
1047,Urban poverty gap at national poverty lines (%),-0.10341065376996994
2,Agricultural land (% of land area),-0.10266171395778656
354,Lower secondary school starting age (years),-0.10224232077598572
317,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",-0.10057742893695831
93,Exports as a capacity to import (constant LCU),-0.10008931159973145
930,Child employment in manufacturing (% of economically active children ages 7-14),-0.09996595978736877
571,Broad money (current LCU),-0.09901925921440125
669,"Prevalence of HIV, male (% ages 15-24)",-0.09782867133617401
681,"Survival to age 65, male (% of cohort)",-0.09681575000286102
451,Electric power consumption (kWh per capita),-0.09669454395771027
274,Taxes less subsidies on products (constant LCU),-0.09474557638168335
596,Net domestic credit (current LCU),-0.09397655725479126
361,"Persistence to grade 5, female (% of cohort)",-0.09286647289991379
642,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",-0.09209437668323517
98,Exports of goods and services (constant LCU),-0.0920495018362999
784,"Out-of-pocket expenditure per capita, PPP (current international $)",-0.09036266803741455
1168,Urban population (% of total),-0.08952014148235321
35,Rural land area where elevation is below 5 meters (% of total land area),-0.0886540487408638
1102,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),-0.08822230994701385
961,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),-0.08705836534500122
149,"GNI per capita, PPP (constant 2011 international $)",-0.08700013905763626
129,GDP per capita (constant 2010 US$),-0.0863720029592514
329,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",-0.08607999235391617
773,Number of maternal deaths,-0.08474089205265045
1101,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),-0.08457125723361969
500,CO2 emissions from gaseous fuel consumption (kt),-0.08107873797416687
584,Domestic credit provided by financial sector (% of GDP),-0.0800846517086029
620,"Child employment in services, female (% of female economically active children ages 7-14)",-0.07861728221178055
246,Net secondary income (Net current transfers from abroad) (current LCU),-0.07814116775989532
735,Domestic general government health expenditure (% of current health expenditure),-0.07775343209505081
509,Capture fisheries production (metric tons),-0.0775768905878067
224,"Insurance and financial services (% of service imports, BoP)",-0.07727821171283722
272,"Short-term debt (% of exports of goods, services and primary income)",-0.07724973559379578
1063,"Binding coverage, all products (%)",-0.07718014717102051
469,Fuel imports (% of merchandise imports),-0.0750492662191391
1084,Insurance and financial services (% of commercial service exports),-0.07415628433227539
890,Fixed broadband subscriptions (per 100 people),-0.07380938529968262
282,"Total reserves (includes gold, current US$)",-0.073149174451828
570,Broad money (% of GDP),-0.07267393916845322
221,"Inflation, GDP deflator (annual %)",-0.07156680524349213
1099,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),-0.07043834030628204
619,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",-0.06954965740442276
190,Gross savings (current US$),-0.06910008937120438
80,Changes in inventories (current LCU),-0.06836884468793869
54,"Adjusted net savings, including particulate emission damage (% of GNI)",-0.06759785860776901
807,"Population ages 30-34, male (% of male population)",-0.06735625118017197
244,"Net secondary income (BoP, current US$)",-0.0663042888045311
529,PFC gas emissions (thousand metric tons of CO2 equivalent),-0.06607988476753235
923,"Average working hours of children, working only, female, ages 7-14 (hours per week)",-0.06510209292173386
52,"Adjusted net savings, excluding particulate emission damage (% of GNI)",-0.06466005742549896
50,Adjusted net national income per capita (constant 2010 US$),-0.06270087510347366
133,GDP per capita growth (annual %),-0.06217440217733383
1150,"Tariff rate, most favored nation, weighted mean, all products (%)",-0.062085118144750595
303,"Current education expenditure, primary (% of total expenditure in primary public institutions)",-0.06158805638551712
734,Domestic general government health expenditure (% of GDP),-0.06100349873304367
1007,"Share of youth not in education, employment or training, male (% of male youth population)",-0.06032410264015198
993,Labor force with advanced education (% of total working-age population with advanced education),-0.060158953070640564
963,Coverage of unemployment benefits and ALMP in richest quintile (% of population),-0.060092076659202576
573,Broad money to total reserves ratio,-0.05948841571807861
148,"GNI per capita, Atlas method (current US$)",-0.05877973139286041
440,"Trained teachers in upper secondary education, male (% of male teachers)",-0.058646366000175476
1103,Logistics performance index: Overall (1=low to 5=high),-0.05685887113213539
939,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",-0.05593843758106232
43,Surface area (sq. km),-0.0548810251057148
135,"GDP per capita, PPP (current international $)",-0.053824733942747116
14,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",-0.05355134978890419
689,Wanted fertility rate (births per woman),-0.05350371450185776
307,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",-0.053192805498838425
940,"Children in employment, wage workers (% of children in employment, ages 7-14)",-0.052616894245147705
1098,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),-0.05210766941308975
134,"GDP per capita, PPP (constant 2011 international $)",-0.05065730959177017
144,GNI per capita (constant 2010 US$),-0.04942278563976288
557,Total fisheries production (metric tons),-0.048415374010801315
150,"GNI per capita, PPP (current international $)",-0.0483698733150959
65,Adjusted savings: mineral depletion (% of GNI),-0.047958895564079285
723,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),-0.0478474460542202
67,Adjusted savings: natural resources depletion (% of GNI),-0.04610873758792877
1107,Merchandise exports (current US$),-0.04511776939034462
464,Energy use (kg of oil equivalent per capita),-0.045074574649333954
1070,Commercial service imports (current US$),-0.04325132444500923
283,Total reserves minus gold (current US$),-0.0400981530547142
470,GDP per unit of energy use (PPP $ per kg of oil equivalent),-0.040035102516412735
856,Prevalence of undernourishment (% of population),-0.03807614743709564
1033,Income share held by lowest 10%,-0.03799964860081673
418,"Secondary education, pupils",-0.03759300336241722
588,"Inflation, GDP deflator: linked series (annual %)",-0.03553073853254318
438,Trained teachers in upper secondary education (% of total teachers),-0.035301946103572845
637,"Employment in services, female (% of female employment) (modeled ILO estimate)",-0.034297775477170944
462,Energy intensity level of primary energy (MJ/$2011 PPP GDP),-0.033459823578596115
1108,Merchandise exports by the reporting economy (current US$),-0.032990727573633194
264,"Revenue, excluding grants (% of GDP)",-0.03244416415691376
299,"Children out of school, primary",-0.03223920240998268
460,"Electricity production from renewable sources, excluding hydroelectric (kWh)",-0.02724660187959671
949,Coverage of social insurance programs in poorest quintile (% of population),-0.026592904701828957
77,"Agriculture, forestry, and fishing, value added (current LCU)",-0.02654888480901718
1145,"Tariff rate, applied, weighted mean, manufactured products (%)",-0.026250891387462616
741,"Domestic private health expenditure per capita, PPP (current international $)",-0.024725494906306267
333,Expenditure on tertiary education (% of government expenditure on education),-0.02455197647213936
115,Financial intermediary services indirectly Measured (FISIM) (constant LCU),-0.023382926359772682
163,Gross capital formation (% of GDP),-0.021776223555207253
1164,Population in the largest city (% of urban population),-0.021735332906246185
1130,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),-0.021695714443922043
301,"Children out of school, primary, male",-0.020955558866262436
271,"Services, value added (constant 2010 US$)",-0.019581157714128494
895,Individuals using the Internet (% of population),-0.019244244322180748
51,Adjusted net national income per capita (current US$),-0.018698032945394516
1141,"Tariff rate, applied, simple mean, all products (%)",-0.018315624445676804
332,Expenditure on secondary education (% of government expenditure on education),-0.018060356378555298
206,"ICT service exports (BoP, current US$)",-0.01752893254160881
194,Gross value added at basic prices (GVA) (current US$),-0.017491158097982407
1109,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",-0.017239216715097427
576,Claims on other sectors of the domestic economy (% of GDP),-0.017228906974196434
300,"Children out of school, primary, female",-0.017139706760644913
116,Financial intermediary services indirectly Measured (FISIM) (current LCU),-0.01706751063466072
503,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",-0.01673123612999916
191,Gross value added at basic prices (GVA) (constant 2010 US$),-0.016725054010748863
1078,Export value index (2000 = 100),-0.016311263665556908
661,"Mortality rate, adult, male (per 1,000 male adults)",-0.01619355008006096
46,Adjusted net national income (annual % growth),-0.014737032353878021
182,Gross national expenditure (constant 2010 US$),-0.014384925365447998
125,GDP (current LCU),-0.014205428771674633
717,Completeness of birth registration (%),-0.013660270720720291
937,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",-0.012851187027990818
217,"Industry (including construction), value added (constant 2010 US$)",-0.010957226157188416
108,"External debt stocks, total (DOD, current US$)",-0.010654620826244354
62,Adjusted savings: energy depletion (% of GNI),-0.010573487728834152
48,Adjusted net national income (current US$),-0.010401894338428974
493,Aquaculture production (metric tons),-0.010265713557600975
842,"Prevalence of HIV, total (% of population ages 15-49)",-0.010082448832690716
277,"Technical cooperation grants (BoP, current US$)",-0.010073207318782806
629,"Condom use, population ages 15-24, male (% of males ages 15-24)",-0.009587949141860008
68,Adjusted savings: net forest depletion (% of GNI),-0.00950880441814661
471,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),-0.008067324757575989
966,Employment in services (% of total employment) (modeled ILO estimate),-0.006838040426373482
439,"Trained teachers in upper secondary education, female (% of female teachers)",-0.006705425679683685
718,"Completeness of birth registration, female (%)",-0.006287847645580769
17,Arable land (hectares),-0.005733175668865442
199,Households and NPISHs Final consumption expenditure (current US$),-0.005635431036353111
18,Average precipitation in depth (mm per year),-0.005628596991300583
64,Adjusted savings: gross savings (% of GNI),-0.004334725439548492
132,GDP per capita (current US$),-0.003723675385117531
90,Discrepancy in expenditure estimate of GDP (constant LCU),-0.003698662854731083
230,"Manufacturing, value added (constant 2010 US$)",-0.0033113230019807816
486,Total natural resources rents (% of GDP),-0.0027287453413009644
774,Number of neonatal deaths,-0.0009208992123603821
635,"Employment in industry, female (% of female employment) (modeled ILO estimate)",-0.0003182440996170044
601,Private credit bureau coverage (% of adults),-0.00021905265748500824
946,Coverage of social insurance programs in 2nd quintile (% of population),0.00017932895570993423
431,"Trained teachers in preprimary education, male (% of male teachers)",0.0015098433941602707
208,"Imports of goods and services (BoP, current US$)",0.001728699542582035
1013,"Unemployment with basic education, female (% of female labor force with basic education)",0.0022757574915885925
775,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.002296898514032364
236,"Net capital account (BoP, current US$)",0.0026736557483673096
233,"Manufacturing, value added (current US$)",0.003385452087968588
1052,"Patent applications, residents",0.003525950014591217
888,Container port traffic (TEU: 20 foot equivalent units),0.004170332103967667
156,General government final consumption expenditure (constant 2010 US$),0.0047987401485443115
1144,"Tariff rate, applied, weighted mean, all products (%)",0.0054789818823337555
189,Gross savings (current LCU),0.005571471992880106
188,Gross savings (% of GNI),0.005617119371891022
541,People using safely managed drinking water services (% of population),0.005820263177156448
36,Rural land area where elevation is below 5 meters (sq. km),0.005926191806793213
95,"Exports of goods and services (BoP, current US$)",0.006075022742152214
825,"Population ages 65 and above, male",0.0060913884080946445
4,"Agricultural machinery, tractors",0.0063798814080655575
1012,Unemployment with basic education (% of total labor force with basic education),0.006752725690603256
1085,Insurance and financial services (% of commercial service imports),0.00687788613140583
1143,"Tariff rate, applied, simple mean, primary products (%)",0.0073412563651800156
1100,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),0.007660094648599625
827,"Population ages 65 and above, total",0.00768644455820322
30,Land area (sq. km),0.008113364689052105
562,Urban land area where elevation is below 5 meters (sq. km),0.008343996480107307
1142,"Tariff rate, applied, simple mean, manufactured products (%)",0.009391814470291138
550,Population living in areas where elevation is below 5 meters (% of total population),0.00965384766459465
268,"Service imports (BoP, current US$)",0.010842371731996536
456,Electricity production from nuclear sources (% of total),0.010859258472919464
566,Bank capital to assets ratio (%),0.01134469360113144
57,Adjusted savings: carbon dioxide damage (current US$),0.011620844714343548
220,"Industry (including construction), value added (current US$)",0.01217922754585743
738,"Domestic general government health expenditure per capita, PPP (current international $)",0.012954199686646461
902,Mobile cellular subscriptions,0.013081266544759274
772,Number of infant deaths,0.013454655185341835
593,"Listed domestic companies, total",0.013906801119446754
185,Gross national expenditure (current US$),0.014157774858176708
193,Gross value added at basic prices (GVA) (current LCU),0.014774849638342857
1151,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",0.01478794775903225
92,Expense (% of GDP),0.014872945845127106
394,"School enrollment, primary (% gross)",0.015001935884356499
771,Number of deaths ages 5-14 years,0.015150194987654686
209,Imports of goods and services (annual % growth),0.015933111310005188
138,GDP: linked series (current LCU),0.01639372669160366
341,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",0.016549743711948395
1121,Merchandise imports by the reporting economy (current US$),0.01656806841492653
34,Rural land area (sq. km),0.017559096217155457
1041,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.017710166051983833
126,GDP (current US$),0.017792530357837677
914,"Trademark applications, resident, by count",0.01805979572236538
605,"Risk premium on lending (lending rate minus treasury bill rate, %)",0.018156802281737328
111,Final consumption expenditure (constant 2010 US$),0.01828582212328911
909,"Railways, goods transported (million ton-km)",0.018292255699634552
727,Current health expenditure (% of GDP),0.01856542006134987
721,"Completeness of birth registration, urban (%)",0.01927606202661991
37,Rural population,0.019568007439374924
823,"Population ages 65 and above, female",0.01959536224603653
114,Final consumption expenditure (current US$),0.0209667831659317
171,Gross domestic savings (current LCU),0.02156844735145569
101,"Exports of goods, services and primary income (BoP, current US$)",0.021601321175694466
586,Domestic credit to private sector by banks (% of GDP),0.02198263816535473
528,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",0.022609367966651917
151,"GNI, Atlas method (current US$)",0.023113630712032318
174,Gross fixed capital formation (annual % growth),0.023978717625141144
97,Exports of goods and services (constant 2010 US$),0.024466659873723984
1066,"Bound rate, simple mean, all products (%)",0.02471153251826763
707,Antiretroviral therapy coverage (% of people living with HIV),0.02492154948413372
739,Domestic private health expenditure (% of current health expenditure),0.02683718129992485
942,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",0.027459295466542244
1058,"Trademark applications, direct resident",0.027696853503584862
167,Gross capital formation (current LCU),0.02826208621263504
338,"Government expenditure per student, tertiary (% of GDP per capita)",0.028624089434742928
646,Firms with female top manager (% of firms),0.030250046402215958
203,"Households and NPISHs Final consumption expenditure, PPP (current international $)",0.030310139060020447
153,"GNI, PPP (current international $)",0.03081650659441948
139,GNI (constant 2010 US$),0.030830467119812965
886,"Air transport, passengers carried",0.031163737177848816
160,"Goods exports (BoP, current US$)",0.03124670311808586
1004,Ratio of female to male labor force participation rate (%) (national estimate),0.03173670917749405
616,"Child employment in agriculture, female (% of female economically active children ages 7-14)",0.033133670687675476
13,"Agriculture, forestry, and fishing, value added (current US$)",0.033366262912750244
120,"Foreign direct investment, net inflows (BoP, current US$)",0.034747593104839325
100,Exports of goods and services (current US$),0.03488784283399582
422,"Secondary education, teachers, female",0.03501977026462555
729,"Current health expenditure per capita, PPP (current international $)",0.035278499126434326
252,"PPP conversion factor, private consumption (LCU per international $)",0.03544027358293533
103,External balance on goods and services (constant LCU),0.03558959439396858
559,Total greenhouse gas emissions (kt of CO2 equivalent),0.03570498526096344
154,General government final consumption expenditure (% of GDP),0.035819463431835175
947,Coverage of social insurance programs in 3rd quintile (% of population),0.035896237939596176
473,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),0.036078449338674545
900,Investment in water and sanitation with private participation (current US$),0.03610971197485924
343,"Labor force, total",0.03770340979099274
497,CO2 emissions (kt),0.03788142278790474
187,Gross savings (% of GDP),0.03796450048685074
136,"GDP, PPP (constant 2011 international $)",0.038220860064029694
585,Domestic credit to private sector (% of GDP),0.03864600136876106
1034,Income share held by lowest 20%,0.0388057678937912
141,GNI (current LCU),0.03913426026701927
699,Women who were first married by age 18 (% of women ages 20-24),0.03916381299495697
168,Gross capital formation (current US$),0.039222847670316696
177,Gross fixed capital formation (current LCU),0.03935969993472099
172,Gross domestic savings (current US$),0.03957239165902138
214,"Imports of goods, services and primary income (BoP, current US$)",0.040132418274879456
1089,"International tourism, expenditures for travel items (current US$)",0.0404210090637207
29,Forest area (sq. km),0.04242587462067604
1147,"Tariff rate, most favored nation, simple mean, all products (%)",0.042537376284599304
879,"Tuberculosis case detection rate (%, all forms)",0.043021369725465775
1087,"International tourism, expenditures (current US$)",0.04363251104950905
1148,"Tariff rate, most favored nation, simple mean, manufactured products (%)",0.04405258223414421
783,Out-of-pocket expenditure per capita (current US$),0.04453631117939949
595,Market capitalization of listed domestic companies (current US$),0.04528804123401642
180,"Gross fixed capital formation, private sector (current LCU)",0.04556547850370407
897,"Industrial design applications, resident, by count",0.04573475196957588
241,Net primary income (Net income from abroad) (constant LCU),0.04600132629275322
1090,"International tourism, number of arrivals",0.04807963967323303
728,Current health expenditure per capita (current US$),0.04848344251513481
837,"Population, female",0.04875537008047104
841,"Population, total",0.04957957565784454
104,External balance on goods and services (current LCU),0.050101447850465775
891,Fixed telephone subscriptions,0.050274692475795746
76,"Agriculture, forestry, and fishing, value added (constant LCU)",0.05114220455288887
184,Gross national expenditure (current LCU),0.05117155238986015
579,"Commercial bank branches (per 100,000 adults)",0.05123898759484291
159,General government final consumption expenditure (current US$),0.05146050453186035
1094,"International tourism, receipts for passenger transport items (current US$)",0.05230437219142914
58,Adjusted savings: consumption of fixed capital (% of GNI),0.053172580897808075
945,Coverage of social insurance programs (% of population),0.054738424718379974
732,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.05510234832763672
416,"Secondary education, general pupils",0.056504979729652405
158,General government final consumption expenditure (current LCU),0.05679894611239433
197,Households and NPISHs Final consumption expenditure (constant LCU),0.057448484003543854
797,"Population ages 15-64, female",0.05760231986641884
1037,Poverty gap at $1.90 a day (2011 PPP) (%),0.05866999924182892
210,Imports of goods and services (constant 2010 US$),0.0593622587621212
278,Terms of trade adjustment (constant LCU),0.06043475866317749
591,"International migrant stock, total",0.06049325689673424
213,Imports of goods and services (current US$),0.060569919645786285
719,"Completeness of birth registration, male (%)",0.06085238605737686
196,Households and NPISHs Final consumption expenditure (constant 2010 US$),0.061864010989665985
123,GDP (constant 2010 US$),0.061891987919807434
61,Adjusted savings: education expenditure (current US$),0.06206522881984711
112,Final consumption expenditure (constant LCU),0.062271732836961746
618,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",0.06230558082461357
780,Number of under-five deaths,0.06241688132286072
9,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.06259918212890625
24,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",0.06313357502222061
608,"Stocks traded, total value (current US$)",0.06318686902523041
31,Land under cereal production (hectares),0.06357747316360474
1059,"Trademark applications, total",0.06364308297634125
161,"Goods imports (BoP, current US$)",0.06367966532707214
165,Gross capital formation (constant 2010 US$),0.06419947743415833
1091,"International tourism, number of departures",0.06426303833723068
173,Gross fixed capital formation (% of GDP),0.06500277668237686
778,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,0.06537559628486633
523,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",0.06564367562532425
510,Coal rents (% of GDP),0.0662187933921814
506,CO2 emissions from solid fuel consumption (kt),0.06677332520484924
786,"Population ages 0-14, female",0.06710651516914368
472,Investment in energy with private participation (current US$),0.06720835715532303
1038,Poverty gap at $3.20 a day (2011 PPP) (%),0.06764909625053406
1088,"International tourism, expenditures for passenger transport items (current US$)",0.06829150021076202
265,"Secondary income receipts (BoP, current US$)",0.06856738775968552
790,"Population ages 0-14, total",0.0687294602394104
71,Adjusted savings: net national savings (current US$),0.06877879053354263
340,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",0.0687851756811142
22,Employment in agriculture (% of total employment) (modeled ILO estimate),0.06888429820537567
913,"Trademark applications, nonresident, by count",0.06947198510169983
776,Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.06980405002832413
113,Final consumption expenditure (current LCU),0.06986109912395477
7,Agricultural methane emissions (thousand metric tons of CO2 equivalent),0.06998725235462189
218,"Industry (including construction), value added (constant LCU)",0.07031405717134476
948,Coverage of social insurance programs in 4th quintile (% of population),0.07098712772130966
477,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),0.07132690399885178
938,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",0.07148371636867523
1042,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.07158930599689484
256,"Personal transfers, receipts (BoP, current US$)",0.07162544876337051
670,"Prevalence of underweight, weight for age, female (% of children under 5)",0.07201570272445679
198,Households and NPISHs Final consumption expenditure (current LCU),0.07217580080032349
152,"GNI, PPP (constant 2011 international $)",0.0724073201417923
950,Coverage of social insurance programs in richest quintile (% of population),0.0734514594078064
609,"Stocks traded, turnover ratio of domestic shares (%)",0.07358227670192719
597,Net foreign assets (current LCU),0.07423138618469238
910,"Railways, passengers carried (million passenger-km)",0.07437589764595032
176,Gross fixed capital formation (constant LCU),0.07448405027389526
919,"Average working hours of children, study and work, ages 7-14 (hours per week)",0.07471941411495209
788,"Population ages 0-14, male",0.07475432753562927
45,"2005 PPP conversion factor, private consumption (LCU per international $)",0.07795673608779907
19,Cereal production (metric tons),0.0782334953546524
192,Gross value added at basic prices (GVA) (constant LCU),0.07899874448776245
75,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",0.07911883294582367
638,"Employment in services, male (% of male employment) (modeled ILO estimate)",0.07946527749300003
3,Agricultural land (sq. km),0.07978029549121857
643,Female headed households (% of households with a female head),0.08045823127031326
202,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",0.0807359516620636
420,"Secondary education, teachers",0.08173554390668869
183,Gross national expenditure (constant LCU),0.08209853619337082
448,CO2 emissions from liquid fuel consumption (kt),0.08231991529464722
387,"Pupil-teacher ratio, upper secondary",0.0823938250541687
929,Child employment in agriculture (% of economically active children ages 7-14),0.08276046812534332
675,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),0.08386306464672089
799,"Population ages 15-64, male",0.08387016505002975
666,"Part time employment, male (% of total male employment)",0.08391981571912766
851,"Prevalence of severe wasting, weight for height, female (% of children under 5)",0.08476841449737549
124,GDP (constant LCU),0.08504974842071533
866,Refugee population by country or territory of asylum,0.08579522371292114
1050,High-technology exports (current US$),0.08583845943212509
175,Gross fixed capital formation (constant 2010 US$),0.08681906014680862
1077,Customs and other import duties (% of tax revenue),0.08729685097932816
23,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",0.08749519288539886
376,"Primary education, teachers",0.08877938985824585
874,"Suicide mortality rate, female (per 100,000 female population)",0.088872991502285
612,Total reserves in months of imports,0.08905384689569473
526,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.09052574634552002
671,"Prevalence of underweight, weight for age, male (% of children under 5)",0.0906825065612793
553,"Renewable internal freshwater resources, total (billion cubic meters)",0.09098979085683823
423,"Secondary education, vocational pupils",0.09112071990966797
801,"Population ages 15-64, total",0.09136199206113815
554,SF6 gas emissions (thousand metric tons of CO2 equivalent),0.09154783189296722
714,Children (ages 0-14) newly infected with HIV,0.09210646152496338
1057,"Trademark applications, direct nonresident",0.09242791682481766
898,Investment in ICT with private participation (current US$),0.09245062619447708
904,Public private partnerships investment in energy (current US$),0.09333912283182144
694,Women who believe a husband is justified in beating his wife when she burns the food (%),0.09383350610733032
889,Fixed broadband subscriptions,0.09393911063671112
1039,Poverty gap at $5.50 a day (2011 PPP) (%),0.0939512550830841
1051,"Patent applications, nonresidents",0.09481199085712433
839,"Population, male",0.09590161591768265
742,Exclusive breastfeeding (% of children under 6 months),0.09706339240074158
777,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,0.0977994054555893
47,Adjusted net national income (constant 2010 US$),0.09791667759418488
1014,"Unemployment with basic education, male (% of male labor force with basic education)",0.09823138266801834
122,"Foreign direct investment, net outflows (BoP, current US$)",0.09843689203262329
517,Marine protected areas (% of territorial waters),0.09860573709011078
1157,"Time to import, documentary compliance (hours)",0.09893856197595596
219,"Industry (including construction), value added (current LCU)",0.09960180521011353
782,Out-of-pocket expenditure (% of current health expenditure),0.09994755685329437
44,"2005 PPP conversion factor, GDP (LCU per international $)",0.10004258155822754
519,Methane emissions (kt of CO2 equivalent),0.10034415125846863
169,Gross domestic income (constant LCU),0.10233741998672485
556,Terrestrial protected areas (% of total land area),0.10268491506576538
640,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",0.10316932201385498
806,"Population ages 30-34, female (% of female population)",0.10393209010362625
55,"Adjusted net savings, including particulate emission damage (current US$)",0.10416507720947266
178,Gross fixed capital formation (current US$),0.10452829301357269
975,Female share of employment in senior and middle management (%),0.10482931137084961
1155,"Time to export, documentary compliance (hours)",0.10575065016746521
779,"Number of surgical procedures (per 100,000 population)",0.10576419532299042
449,Combustible renewables and waste (% of total energy),0.1060396283864975
255,"Personal remittances, received (current US$)",0.10649203509092331
251,"PPP conversion factor, GDP (LCU per international $)",0.10687632858753204
1120,Merchandise imports (current US$),0.10707247257232666
142,GNI (current US$),0.10777264088392258
1053,Research and development expenditure (% of GDP),0.10784626007080078
369,"Preprimary education, duration (years)",0.10860070586204529
696,Women who believe a husband is justified in beating his wife when she neglects the children (%),0.1092941164970398
1096,"Lead time to export, median case (days)",0.10998264700174332
575,"Claims on central government, etc. (% GDP)",0.11030369251966476
1086,"International tourism, expenditures (% of total imports)",0.11129947006702423
921,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",0.11145549267530441
442,"Unemployment, male (% of male labor force) (modeled ILO estimate)",0.1122286394238472
710,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",0.11272432655096054
298,"Children out of school, male (% of male primary school age)",0.11342914402484894
461,"Energy imports, net (% of energy use)",0.11502128094434738
231,"Manufacturing, value added (constant LCU)",0.11527060717344284
70,Adjusted savings: net national savings (% of GNI),0.11597323417663574
137,"GDP, PPP (current international $)",0.11625221371650696
906,Public private partnerships investment in water and sanitation (current US$),0.11738263815641403
157,General government final consumption expenditure (constant LCU),0.11948262155056
679,"Smoking prevalence, males (% of adults)",0.11955461651086807
656,Lifetime risk of maternal death (%),0.12078947573900223
684,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",0.1210440993309021
26,Fertilizer consumption (kilograms per hectare of arable land),0.12229759991168976
164,Gross capital formation (annual % growth),0.12267206609249115
964,"Employers, total (% of total employment) (modeled ILO estimate)",0.12268964946269989
686,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",0.12357880920171738
737,Domestic general government health expenditure per capita (current US$),0.12406404316425323
128,GDP growth (annual %),0.12424564361572266
852,"Prevalence of severe wasting, weight for height, male (% of children under 5)",0.12443359196186066
896,"Industrial design applications, nonresident, by count",0.12465151399374008
865,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),0.124854177236557
555,Terrestrial and marine protected areas (% of total territorial area),0.12544655799865723
140,GNI (constant LCU),0.12647207081317902
908,Rail lines (total route-km),0.12785089015960693
