,items,comp
766,"Mortality rate, neonatal (per 1,000 live births)",-0.02408759668469429
310,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",-0.022762127220630646
537,"People using at least basic drinking water services, urban (% of urban population)",-0.022724393755197525
1038,Poverty gap at $3.20 a day (2011 PPP) (%),-0.022262590005993843
750,"Immunization, measles (% of children ages 12-23 months)",-0.022160768508911133
1162,Population density (people per sq. km of land area),-0.02127758227288723
1067,"Bound rate, simple mean, manufactured products (%)",-0.020699480548501015
704,Age dependency ratio (% of working-age population),-0.019739247858524323
380,"Progression to secondary school, female (%)",-0.019620688632130623
767,"Mortality rate, under-5 (per 1,000 live births)",-0.019160358235239983
869,Risk of impoverishing expenditure for surgical care (% of people at risk),-0.01864386908710003
367,Population ages 0-14 (% of total),-0.016807857900857925
424,"Secondary education, vocational pupils (% female)",-0.016279984265565872
757,"Mortality caused by road traffic injury (per 100,000 people)",-0.013646227307617664
846,Prevalence of anemia among women of reproductive age (% of women ages 15-49),-0.013513085432350636
990,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",-0.012560239061713219
463,Energy related methane emissions (% of total),-0.01217857375741005
946,Coverage of social insurance programs in 2nd quintile (% of population),-0.01209460012614727
606,S&P Global Equity Indices (annual % change),-0.011438868939876556
855,"Prevalence of stunting, height for age, male (% of children under 5)",-0.010072601959109306
612,Total reserves in months of imports,-0.008564308285713196
547,People with basic handwashing facilities including soap and water (% of population),-0.007155493833124638
966,Employment in services (% of total employment) (modeled ILO estimate),-0.006712799891829491
789,"Population ages 0-14, male (% of total)",-0.006681794300675392
12,"Agriculture, forestry, and fishing, value added (% of GDP)",-0.006619032006710768
814,"Population ages 5-9, female (% of female population)",-0.006020013242959976
87,Current account balance (% of GDP),-0.004343859851360321
852,"Prevalence of severe wasting, weight for height, male (% of children under 5)",-0.0038340799510478973
843,Prevalence of anemia among children (% of children under 5),-0.0038162432610988617
449,Combustible renewables and waste (% of total energy),-0.003101833164691925
413,"School enrollment, tertiary, female (% gross)",-0.002563989255577326
762,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",-0.002381456084549427
469,Fuel imports (% of merchandise imports),-0.0022156070917844772
1043,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),-0.0008040918037295341
269,"Services, value added (% of GDP)",3.833509981632233e-05
856,Prevalence of undernourishment (% of population),0.0007953755557537079
1045,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",0.001183822751045227
377,"Primary education, teachers (% female)",0.0013374178670346737
520,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",0.0019657218363136053
793,"Population ages 10-14, female (% of female population)",0.003485183697193861
551,Population living in slums (% of urban population),0.0035078097134828568
491,"Annual freshwater withdrawals, total (% of internal resources)",0.0035878121852874756
0,"Access to electricity, rural (% of rural population)",0.0036771991290152073
805,"Population ages 25-29, male (% of male population)",0.004481181502342224
548,"People with basic handwashing facilities including soap and water, rural (% of rural population)",0.004860422108322382
783,Out-of-pocket expenditure per capita (current US$),0.005079828202724457
390,"Repeaters, primary, total (% of total enrollment)",0.005357999354600906
644,"Fertility rate, total (births per woman)",0.00568762794137001
563,Urban population living in areas where elevation is below 5 meters (% of total population),0.00616765022277832
512,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",0.006309874355792999
1041,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.006445872597396374
666,"Part time employment, male (% of total male employment)",0.00651977676898241
717,Completeness of birth registration (%),0.006580379791557789
227,Machinery and transport equipment (% of value added in manufacturing),0.009003342129290104
585,Domestic credit to private sector (% of GDP),0.009366131387650967
78,"Central government debt, total (% of GDP)",0.009898241609334946
22,Employment in agriculture (% of total employment) (modeled ILO estimate),0.01010938175022602
955,Coverage of social safety net programs in 4th quintile (% of population),0.01029987819492817
791,"Population ages 0-4, female (% of female population)",0.01073289941996336
546,"People using safely managed sanitation services, urban (% of urban population)",0.011342371813952923
540,"People using at least basic sanitation services, urban (% of urban population)",0.01136106252670288
516,Land area where elevation is below 5 meters (% of total land area),0.01166403666138649
723,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),0.012261319905519485
1039,Poverty gap at $5.50 a day (2011 PPP) (%),0.014724314212799072
637,"Employment in services, female (% of female employment) (modeled ILO estimate)",0.014937011525034904
1141,"Tariff rate, applied, simple mean, all products (%)",0.015640582889318466
1042,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.01679864153265953
382,"Pupil-teacher ratio, lower secondary",0.017291191965341568
1149,"Tariff rate, most favored nation, simple mean, primary products (%)",0.017377331852912903
79,Changes in inventories (constant LCU),0.017841216176748276
534,"People practicing open defecation, urban (% of urban population)",0.018010158091783524
578,Claims on private sector (annual growth as % of broad money),0.018450597301125526
259,Price level ratio of PPP conversion factor (GDP) to market exchange rate,0.01975257322192192
815,"Population ages 5-9, male (% of male population)",0.021458037197589874
860,"Prevalence of wasting, weight for height, male (% of children under 5)",0.021875912323594093
881,UHC service coverage index,0.02206636779010296
638,"Employment in services, male (% of male employment) (modeled ILO estimate)",0.02281290292739868
663,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),0.022935304790735245
614,"Adolescent fertility rate (births per 1,000 women ages 15-19)",0.023651350289583206
320,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",0.024509012699127197
861,"Probability of dying at age 5-14 years (per 1,000 children age 5)",0.02461005374789238
781,"Nurses and midwives (per 1,000 people)",0.025483159348368645
409,"School enrollment, secondary, male (% net)",0.02570085972547531
953,Coverage of social safety net programs in 2nd quintile (% of population),0.02579808235168457
782,Out-of-pocket expenditure (% of current health expenditure),0.026047710329294205
521,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",0.027467956766486168
24,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",0.027866626158356667
912,Secure Internet servers (per 1 million people),0.02884594351053238
756,Low-birthweight babies (% of births),0.028903888538479805
486,Total natural resources rents (% of GDP),0.030405813828110695
1053,Research and development expenditure (% of GDP),0.030667010694742203
956,Coverage of social safety net programs in poorest quintile (% of population),0.0308784618973732
812,"Population ages 45-49, female (% of female population)",0.03136315941810608
945,Coverage of social insurance programs (% of population),0.03137214109301567
1145,"Tariff rate, applied, weighted mean, manufactured products (%)",0.03185710310935974
1160,Travel services (% of commercial service exports),0.03241525962948799
304,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",0.0326324999332428
731,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),0.032664261758327484
356,"Net intake rate in grade 1, female (% of official school-age population)",0.03276749700307846
513,Forest rents (% of GDP),0.033290427178144455
692,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.033872902393341064
94,Exports of goods and services (% of GDP),0.03426702693104744
1064,"Binding coverage, manufactured products (%)",0.034326404333114624
1168,Urban population (% of total),0.03440988063812256
312,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0.03459298610687256
1157,"Time to import, documentary compliance (hours)",0.035393573343753815
46,Adjusted net national income (annual % growth),0.035736531019210815
1155,"Time to export, documentary compliance (hours)",0.036368679255247116
1144,"Tariff rate, applied, weighted mean, all products (%)",0.03639237582683563
542,"People using safely managed drinking water services, rural (% of rural population)",0.03654235228896141
938,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",0.036787088960409164
135,"GDP per capita, PPP (current international $)",0.03819733113050461
319,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",0.03971514105796814
1154,"Time to export, border compliance (hours)",0.040025629103183746
1156,"Time to import, border compliance (hours)",0.040166035294532776
252,"PPP conversion factor, private consumption (LCU per international $)",0.04024796187877655
1065,"Binding coverage, primary products (%)",0.04078468680381775
581,Deposit interest rate (%),0.04206303507089615
875,"Suicide mortality rate, male (per 100,000 male population)",0.0424659289419651
800,"Population ages 15-64, male (% of total)",0.04341040551662445
507,CO2 emissions from transport (% of total fuel combustion),0.04342516511678696
279,Textiles and clothing (% of value added in manufacturing),0.04352094605565071
1142,"Tariff rate, applied, simple mean, manufactured products (%)",0.04359309375286102
535,People using at least basic drinking water services (% of population),0.04403643682599068
308,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",0.04429451376199722
845,Prevalence of anemia among pregnant women (%),0.0443856380879879
50,Adjusted net national income per capita (constant 2010 US$),0.045263078063726425
787,"Population ages 0-14, female (% of total)",0.045280057936906815
550,Population living in areas where elevation is below 5 meters (% of total population),0.04536702483892441
795,"Population ages 15-19, female (% of female population)",0.045648299157619476
379,Progression to secondary school (%),0.04605398699641228
536,"People using at least basic drinking water services, rural (% of rural population)",0.046294812113046646
321,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",0.04640473797917366
187,Gross savings (% of GDP),0.046662282198667526
1046,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",0.04682894051074982
387,"Pupil-teacher ratio, upper secondary",0.047648876905441284
577,Claims on other sectors of the domestic economy (annual growth as % of broad money),0.048340555280447006
89,DEC alternative conversion factor (LCU per US$),0.0487389862537384
965,Employment in industry (% of total employment) (modeled ILO estimate),0.048897635191679
854,"Prevalence of stunting, height for age, female (% of children under 5)",0.049004748463630676
70,Adjusted savings: net national savings (% of GNI),0.04983718693256378
939,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",0.05000618100166321
586,Domestic credit to private sector by banks (% of GDP),0.05046539008617401
280,Total debt service (% of GNI),0.05186787247657776
850,"Prevalence of severe wasting, weight for height (% of children under 5)",0.0528375580906868
1097,"Lead time to import, median case (days)",0.05294950678944588
215,"Industry (including construction), value added (% of GDP)",0.05310223251581192
761,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",0.053634822368621826
662,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),0.054496049880981445
302,"Compulsory education, duration (years)",0.05638083815574646
682,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),0.056815002113580704
62,Adjusted savings: energy depletion (% of GNI),0.058235615491867065
664,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),0.058657076209783554
117,"Food, beverages and tobacco (% of value added in manufacturing)",0.0588383674621582
1148,"Tariff rate, most favored nation, simple mean, manufactured products (%)",0.05891413986682892
798,"Population ages 15-64, female (% of total)",0.0593528226017952
907,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",0.05957064777612686
1077,Customs and other import duties (% of tax revenue),0.060210004448890686
802,"Population ages 20-24, female (% of female population)",0.06063499301671982
1151,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",0.060835666954517365
1152,"Tariff rate, most favored nation, weighted mean, primary products (%)",0.06102846935391426
565,"Automated teller machines (ATMs) (per 100,000 adults)",0.06104990839958191
440,"Trained teachers in upper secondary education, male (% of male teachers)",0.06156116724014282
335,"Government expenditure on education, total (% of government expenditure)",0.06196857988834381
288,"Travel services (% of service exports, BoP)",0.062336862087249756
445,"Access to electricity, urban (% of urban population)",0.06240323930978775
948,Coverage of social insurance programs in 4th quintile (% of population),0.06250451505184174
494,CO2 emissions (kg per 2010 US$ of GDP),0.06260709464550018
784,"Out-of-pocket expenditure per capita, PPP (current international $)",0.06318621337413788
45,"2005 PPP conversion factor, private consumption (LCU per international $)",0.06474164128303528
251,"PPP conversion factor, GDP (LCU per international $)",0.06657235324382782
739,Domestic private health expenditure (% of current health expenditure),0.06679575145244598
691,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.0670163631439209
737,Domestic general government health expenditure per capita (current US$),0.06752579659223557
1147,"Tariff rate, most favored nation, simple mean, all products (%)",0.06775500625371933
903,Mobile cellular subscriptions (per 100 people),0.06859444826841354
170,Gross domestic savings (% of GDP),0.0695350170135498
673,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.07318296283483505
605,"Risk premium on lending (lending rate minus treasury bill rate, %)",0.07356502115726471
549,"People with basic handwashing facilities including soap and water, urban (% of urban population)",0.0736609399318695
651,Law mandates paid or unpaid maternity leave (1=yes; 0=no),0.07445254921913147
381,"Progression to secondary school, male (%)",0.07483172416687012
51,Adjusted net national income per capita (current US$),0.07485216856002808
144,GNI per capita (constant 2010 US$),0.07641225308179855
712,"Cause of death, by non-communicable diseases (% of total)",0.0769721120595932
532,People practicing open defecation (% of population),0.07700414210557938
149,"GNI per capita, PPP (constant 2011 international $)",0.0786026120185852
148,"GNI per capita, Atlas method (current US$)",0.07861759513616562
1083,Import volume index (2000 = 100),0.07876837253570557
810,"Population ages 40-44, female (% of female population)",0.07941365242004395
734,Domestic general government health expenditure (% of GDP),0.08062338083982468
853,"Prevalence of stunting, height for age (% of children under 5)",0.08189071714878082
873,"Suicide mortality rate (per 100,000 population)",0.08283847570419312
607,"Stocks traded, total value (% of GDP)",0.08317085355520248
630,"Contraceptive prevalence, any methods (% of women ages 15-49)",0.08350544422864914
134,"GDP per capita, PPP (constant 2011 international $)",0.08405992388725281
103,External balance on goods and services (constant LCU),0.08467918634414673
294,"Adolescents out of school, female (% of female lower secondary school age)",0.08538803458213806
711,"Cause of death, by injury (% of total)",0.08627870678901672
272,"Short-term debt (% of exports of goods, services and primary income)",0.0870409682393074
249,"Net trade in goods and services (BoP, current US$)",0.08761648833751678
297,"Children out of school, female (% of female primary school age)",0.09061486274003983
332,Expenditure on secondary education (% of government expenditure on education),0.09094404429197311
851,"Prevalence of severe wasting, weight for height, female (% of children under 5)",0.0914539098739624
872,"Specialist surgical workforce (per 100,000 population)",0.09239968657493591
735,Domestic general government health expenditure (% of current health expenditure),0.09289568662643433
132,GDP per capita (current US$),0.0936821773648262
1054,Researchers in R&D (per million people),0.09426884353160858
478,Oil rents (% of GDP),0.09475798904895782
384,"Pupil-teacher ratio, primary",0.09539276361465454
150,"GNI per capita, PPP (current international $)",0.09568604826927185
1025,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",0.09662032127380371
368,Population ages 15-64 (% of total),0.09682302176952362
937,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",0.09767866134643555
576,Claims on other sectors of the domestic economy (% of GDP),0.09802887588739395
1150,"Tariff rate, most favored nation, weighted mean, all products (%)",0.09873399138450623
311,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",0.09877050668001175
468,Fuel exports (% of merchandise exports),0.09883161634206772
686,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",0.10022753477096558
411,"School enrollment, tertiary (% gross)",0.10035973787307739
859,"Prevalence of wasting, weight for height, female (% of children under 5)",0.10093246400356293
1146,"Tariff rate, applied, weighted mean, primary products (%)",0.10119606554508209
677,"Self-employed, male (% of male employment) (modeled ILO estimate)",0.10122537612915039
298,"Children out of school, male (% of male primary school age)",0.10331165045499802
355,Net intake rate in grade 1 (% of official school-age population),0.10358791053295135
44,"2005 PPP conversion factor, GDP (LCU per international $)",0.10462057590484619
675,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),0.1049286350607872
752,"Incidence of malaria (per 1,000 population at risk)",0.10614071786403656
91,Discrepancy in expenditure estimate of GDP (current LCU),0.10638122260570526
813,"Population ages 45-49, male (% of male population)",0.10672295838594437
110,Final consumption expenditure (annual % growth),0.10737425833940506
919,"Average working hours of children, study and work, ages 7-14 (hours per week)",0.10758519172668457
466,Firms using banks to finance investment (% of firms),0.10938097536563873
129,GDP per capita (constant 2010 US$),0.10997164249420166
749,"Immunization, HepB3 (% of one-year-old children)",0.11066263914108276
908,Rail lines (total route-km),0.11100450158119202
133,GDP per capita growth (annual %),0.11158694326877594
728,Current health expenditure per capita (current US$),0.11445228010416031
858,"Prevalence of wasting, weight for height (% of children under 5)",0.11485888063907623
580,Consumer price index (2010 = 100),0.11575859040021896
1005,"Self-employed, total (% of total employment) (modeled ILO estimate)",0.11615368723869324
680,"Survival to age 65, female (% of cohort)",0.11775487661361694
601,Private credit bureau coverage (% of adults),0.12029041349887848
186,Gross national expenditure deflator (base year varies by country),0.12086719274520874
522,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",0.12146623432636261
143,GNI growth (annual %),0.12174735963344574
415,"Secondary education, duration (years)",0.12340635061264038
696,Women who believe a husband is justified in beating his wife when she neglects the children (%),0.12355531007051468
67,Adjusted savings: natural resources depletion (% of GNI),0.12405979633331299
566,Bank capital to assets ratio (%),0.12553748488426208
72,Adjusted savings: particulate emission damage (% of GNI),0.1259925812482834
808,"Population ages 35-39, female (% of female population)",0.12685595452785492
1100,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),0.12746721506118774
729,"Current health expenditure per capita, PPP (current international $)",0.12786337733268738
676,"Self-employed, female (% of female employment) (modeled ILO estimate)",0.12834948301315308
36,Rural land area where elevation is below 5 meters (sq. km),0.1284528374671936
293,Adolescents out of school (% of lower secondary school age),0.12851567566394806
738,"Domestic general government health expenditure per capita, PPP (current international $)",0.12879912555217743
804,"Population ages 25-29, female (% of female population)",0.13012909889221191
1122,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",0.13042940199375153
964,"Employers, total (% of total employment) (modeled ILO estimate)",0.13094834983348846
1098,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),0.13179649412631989
1011,"Unemployment with advanced education, male (% of male labor force with advanced education)",0.13227972388267517
746,Female genital mutilation prevalence (%),0.13262176513671875
654,"Life expectancy at birth, female (years)",0.13291136920452118
510,Coal rents (% of GDP),0.13300520181655884
54,"Adjusted net savings, including particulate emission damage (% of GNI)",0.13311482965946198
76,"Agriculture, forestry, and fishing, value added (constant LCU)",0.13435858488082886
200,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),0.1352846473455429
212,Imports of goods and services (current LCU),0.13575316965579987
309,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",0.13613159954547882
77,"Agriculture, forestry, and fishing, value added (current LCU)",0.13761407136917114
295,"Adolescents out of school, male (% of male lower secondary school age)",0.13818122446537018
999,Labor force with intermediate education (% of total working-age population with intermediate education),0.13858382403850555
98,Exports of goods and services (constant LCU),0.13898473978042603
357,"Net intake rate in grade 1, male (% of official school-age population)",0.13903042674064636
685,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",0.13960130512714386
296,Children out of school (% of primary school age),0.14103838801383972
232,"Manufacturing, value added (current LCU)",0.1458078920841217
74,"Agriculture, forestry, and fishing, value added (annual % growth)",0.1459934264421463
218,"Industry (including construction), value added (constant LCU)",0.14758095145225525
1066,"Bound rate, simple mean, all products (%)",0.1476207673549652
93,Exports as a capacity to import (constant LCU),0.14797580242156982
958,Coverage of unemployment benefits and ALMP (% of population),0.14919155836105347
740,Domestic private health expenditure per capita (current US$),0.15064434707164764
898,Investment in ICT with private participation (current US$),0.15066221356391907
978,"Informal employment, female (% of total non-agricultural employment)",0.15116578340530396
755,"Life expectancy at birth, total (years)",0.15138445794582367
2,Agricultural land (% of land area),0.1516977995634079
105,External balance on goods and services (current US$),0.15179118514060974
40,Rural population living in areas where elevation is below 5 meters (% of total population),0.15380387008190155
741,"Domestic private health expenditure per capita, PPP (current international $)",0.15396520495414734
52,"Adjusted net savings, excluding particulate emission damage (% of GNI)",0.15426257252693176
179,"Gross fixed capital formation, private sector (% of GDP)",0.15471433103084564
1104,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),0.15486636757850647
867,Refugee population by country or territory of origin,0.15502476692199707
205,"ICT service exports (% of service exports, BoP)",0.15507712960243225
189,Gross savings (current LCU),0.15513890981674194
996,Labor force with basic education (% of total working-age population with basic education),0.15701143443584442
505,CO2 emissions from solid fuel consumption (% of total),0.15815123915672302
432,Trained teachers in primary education (% of total teachers),0.15833286941051483
90,Discrepancy in expenditure estimate of GDP (constant LCU),0.15845458209514618
593,"Listed domestic companies, total",0.1588672697544098
162,"Grants, excluding technical cooperation (BoP, current US$)",0.15974171459674835
285,Trade in services (% of GDP),0.16051021218299866
239,Net official development assistance received (current US$),0.16053816676139832
632,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.1623346507549286
99,Exports of goods and services (current LCU),0.1634632647037506
1101,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),0.16408255696296692
695,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),0.16517557203769684
980,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",0.16521479189395905
863,Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.16579464077949524
1062,Average time to clear exports through customs (days),0.16635312139987946
171,Gross domestic savings (current LCU),0.16649669408798218
43,Surface area (sq. km),0.16741473972797394
634,"Employers, male (% of male employment) (modeled ILO estimate)",0.16772088408470154
433,"Trained teachers in primary education, female (% of female teachers)",0.1683845818042755
569,"Borrowers from commercial banks (per 1,000 adults)",0.16885197162628174
811,"Population ages 40-44, male (% of male population)",0.16956239938735962
921,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",0.16970470547676086
517,Marine protected areas (% of territorial waters),0.17154216766357422
913,"Trademark applications, nonresident, by count",0.17321693897247314
609,"Stocks traded, turnover ratio of domestic shares (%)",0.1736145168542862
977,Informal employment (% of total non-agricultural employment),0.17435848712921143
655,"Life expectancy at birth, male (years)",0.17466099560260773
1099,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),0.1749143749475479
167,Gross capital formation (current LCU),0.17496049404144287
595,Market capitalization of listed domestic companies (current US$),0.17545285820960999
572,Broad money growth (annual %),0.17590297758579254
693,Women who believe a husband is justified in beating his wife when she argues with him (%),0.17723208665847778
225,Interest payments on external debt (% of GNI),0.17745324969291687
275,Taxes less subsidies on products (current LCU),0.17767438292503357
1057,"Trademark applications, direct nonresident",0.17819224298000336
456,Electricity production from nuclear sources (% of total),0.17864474654197693
460,"Electricity production from renewable sources, excluding hydroelectric (kWh)",0.17945383489131927
533,"People practicing open defecation, rural (% of rural population)",0.18164747953414917
725,Consumption of iodized salt (% of households),0.18185308575630188
1117,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),0.1818924844264984
125,GDP (current LCU),0.18241873383522034
1079,Export volume index (2000 = 100),0.18252837657928467
900,Investment in water and sanitation with private participation (current US$),0.18341276049613953
671,"Prevalence of underweight, weight for age, male (% of children under 5)",0.1841983199119568
457,Electricity production from oil sources (% of total),0.18501771986484528
582,"Depositors with commercial banks (per 1,000 adults)",0.18519458174705505
1016,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",0.18519487977027893
584,Domestic credit provided by financial sector (% of GDP),0.18542176485061646
527,Other greenhouse gas emissions (% change from 1990),0.18543612957000732
177,Gross fixed capital formation (current LCU),0.18707188963890076
193,Gross value added at basic prices (GVA) (current LCU),0.18795925378799438
434,"Trained teachers in primary education, male (% of male teachers)",0.18812760710716248
991,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",0.1904546022415161
1068,"Bound rate, simple mean, primary products (%)",0.1916448473930359
485,Time required to get electricity (days),0.19217105209827423
920,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",0.19271615147590637
211,Imports of goods and services (constant LCU),0.19387398660182953
490,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",0.19523607194423676
141,GNI (current LCU),0.19573520123958588
1029,GINI index (World Bank estimate),0.196523517370224
694,Women who believe a husband is justified in beating his wife when she burns the food (%),0.19663995504379272
140,GNI (constant LCU),0.19669359922409058
699,Women who were first married by age 18 (% of women ages 20-24),0.19740736484527588
529,PFC gas emissions (thousand metric tons of CO2 equivalent),0.1975431740283966
969,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.19870829582214355
944,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0.19875626266002655
865,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),0.19934327900409698
1133,Merchandise trade (% of GDP),0.20183418691158295
180,"Gross fixed capital formation, private sector (current LCU)",0.20198526978492737
1103,Logistics performance index: Overall (1=low to 5=high),0.20233359932899475
231,"Manufacturing, value added (constant LCU)",0.20316821336746216
176,Gross fixed capital formation (constant LCU),0.20455610752105713
112,Final consumption expenditure (constant LCU),0.20531035959720612
219,"Industry (including construction), value added (current LCU)",0.20597949624061584
1090,"International tourism, number of arrivals",0.20720113813877106
121,"Foreign direct investment, net outflows (% of GDP)",0.20765510201454163
866,Refugee population by country or territory of asylum,0.2078474462032318
806,"Population ages 30-34, female (% of female population)",0.207961305975914
556,Terrestrial protected areas (% of total land area),0.2084028720855713
1091,"International tourism, number of departures",0.20993159711360931
807,"Population ages 30-34, male (% of male population)",0.2099464237689972
597,Net foreign assets (current LCU),0.2101789265871048
670,"Prevalence of underweight, weight for age, female (% of children under 5)",0.21113690733909607
914,"Trademark applications, resident, by count",0.21131888031959534
809,"Population ages 35-39, male (% of male population)",0.21173037588596344
246,Net secondary income (Net current transfers from abroad) (current LCU),0.21337071061134338
1031,Income share held by highest 10%,0.21342583000659943
1060,Arms exports (SIPRI trend indicator values),0.21506640315055847
1032,Income share held by highest 20%,0.21551957726478577
299,"Children out of school, primary",0.21627646684646606
1009,Unemployment with advanced education (% of total labor force with advanced education),0.21720945835113525
950,Coverage of social insurance programs in richest quintile (% of population),0.21727979183197021
1132,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),0.21802741289138794
32,Livestock production index (2004-2006 = 100),0.21962577104568481
960,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),0.21981874108314514
1071,"Computer, communications and other services (% of commercial service exports)",0.22060386836528778
857,"Prevalence of underweight, weight for age (% of children under 5)",0.22125276923179626
779,"Number of surgical procedures (per 100,000 population)",0.22177967429161072
124,GDP (constant LCU),0.2220231294631958
184,Gross national expenditure (current LCU),0.22205014526844025
1088,"International tourism, expenditures for passenger transport items (current US$)",0.2227424830198288
981,"Labor force participation rate for ages 15-24, female (%) (national estimate)",0.22403979301452637
138,GDP: linked series (current LCU),0.2241145819425583
887,"Air transport, registered carrier departures worldwide",0.2256619781255722
136,"GDP, PPP (constant 2011 international $)",0.22618407011032104
976,GDP per person employed (constant 2011 PPP $),0.2265494167804718
14,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",0.22755390405654907
224,"Insurance and financial services (% of service imports, BoP)",0.22815564274787903
528,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",0.22823210060596466
771,Number of deaths ages 5-14 years,0.2285647988319397
509,Capture fisheries production (metric tons),0.23010477423667908
467,Fossil fuel energy consumption (% of total),0.23225247859954834
80,Changes in inventories (current LCU),0.23248836398124695
571,Broad money (current LCU),0.23356705904006958
608,"Stocks traded, total value (current US$)",0.2345302700996399
213,Imports of goods and services (current US$),0.23462802171707153
34,Rural land area (sq. km),0.2346566915512085
596,Net domestic credit (current LCU),0.23501253128051758
736,Domestic general government health expenditure (% of general government expenditure),0.23818470537662506
21,Crop production index (2004-2006 = 100),0.23851843178272247
210,Imports of goods and services (constant 2010 US$),0.2387147843837738
560,Urban land area (sq. km),0.23921796679496765
587,GDP deflator: linked series (base year varies by country),0.23966902494430542
1059,"Trademark applications, total",0.23978978395462036
888,Container port traffic (TEU: 20 foot equivalent units),0.24124503135681152
198,Households and NPISHs Final consumption expenditure (current LCU),0.24186235666275024
169,Gross domestic income (constant LCU),0.24189767241477966
697,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),0.2423548698425293
300,"Children out of school, primary, female",0.2428908497095108
30,Land area (sq. km),0.24340951442718506
554,SF6 gas emissions (thousand metric tons of CO2 equivalent),0.2440347969532013
979,"Informal employment, male (% of total non-agricultural employment)",0.24479052424430847
862,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.24521182477474213
1085,Insurance and financial services (% of commercial service imports),0.24555352330207825
