,items,comp
79,Changes in inventories (constant LCU),-0.06275229156017303
326,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",-0.06237417086958885
441,"Unemployment, female (% of female labor force) (modeled ILO estimate)",-0.06198926270008087
316,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",-0.06184643879532814
735,Domestic general government health expenditure (% of current health expenditure),-0.06175932660698891
1026,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",-0.061637360602617264
1160,Travel services (% of commercial service exports),-0.06155853345990181
488,Access to clean fuels and technologies for cooking (% of population),-0.0608544759452343
789,"Population ages 0-14, male (% of total)",-0.06015555560588837
31,Land under cereal production (hectares),-0.06008840724825859
499,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",-0.05969052389264107
371,"Primary completion rate, male (% of relevant age group)",-0.05947396159172058
808,"Population ages 35-39, female (% of female population)",-0.05947357043623924
373,"Primary education, duration (years)",-0.05921982228755951
348,"Literacy rate, youth female (% of females ages 15-24)",-0.05907667800784111
1050,High-technology exports (current US$),-0.058453794568777084
80,Changes in inventories (current LCU),-0.05827760323882103
806,"Population ages 30-34, female (% of female population)",-0.057240989059209824
794,"Population ages 10-14, male (% of male population)",-0.057101860642433167
908,Rail lines (total route-km),-0.056015416979789734
872,"Specialist surgical workforce (per 100,000 population)",-0.055576860904693604
467,Fossil fuel energy consumption (% of total),-0.055547259747982025
825,"Population ages 65 and above, male",-0.055520910769701004
680,"Survival to age 65, female (% of cohort)",-0.0541781410574913
766,"Mortality rate, neonatal (per 1,000 live births)",-0.05389173701405525
422,"Secondary education, teachers, female",-0.053233351558446884
526,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),-0.05278684198856354
998,"Labor force with basic education, male (% of male working-age population with basic education)",-0.05168093740940094
810,"Population ages 40-44, female (% of female population)",-0.0516807921230793
417,"Secondary education, general pupils (% female)",-0.05167363956570625
706,"Age dependency ratio, young (% of working-age population)",-0.05139356106519699
229,"Manufacturing, value added (annual % growth)",-0.0512298122048378
815,"Population ages 5-9, male (% of male population)",-0.05092420428991318
687,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",-0.05023495852947235
895,Individuals using the Internet (% of population),-0.04975395277142525
843,Prevalence of anemia among children (% of children under 5),-0.04947584867477417
709,"Birth rate, crude (per 1,000 people)",-0.04939810559153557
30,Land area (sq. km),-0.04914458468556404
902,Mobile cellular subscriptions,-0.049125440418720245
1126,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),-0.049045026302337646
36,Rural land area where elevation is below 5 meters (sq. km),-0.04808901250362396
539,"People using at least basic sanitation services, rural (% of rural population)",-0.0469074547290802
250,Other manufacturing (% of value added in manufacturing),-0.04679468274116516
779,"Number of surgical procedures (per 100,000 population)",-0.045551761984825134
150,"GNI per capita, PPP (current international $)",-0.04530159384012222
896,"Industrial design applications, nonresident, by count",-0.044947825372219086
152,"GNI, PPP (constant 2011 international $)",-0.04373690485954285
535,People using at least basic drinking water services (% of population),-0.04366611689329147
19,Cereal production (metric tons),-0.0429033525288105
253,"Personal remittances, paid (current US$)",-0.04259984567761421
233,"Manufacturing, value added (current US$)",-0.04189154505729675
644,"Fertility rate, total (births per woman)",-0.04178592190146446
519,Methane emissions (kt of CO2 equivalent),-0.041723694652318954
67,Adjusted savings: natural resources depletion (% of GNI),-0.04146081209182739
689,Wanted fertility rate (births per woman),-0.04138311371207237
420,"Secondary education, teachers",-0.040932390838861465
562,Urban land area where elevation is below 5 meters (sq. km),-0.04045967757701874
222,"Inflation, consumer prices (annual %)",-0.04013228043913841
24,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",-0.04001262038946152
149,"GNI per capita, PPP (constant 2011 international $)",-0.0398811474442482
869,Risk of impoverishing expenditure for surgical care (% of people at risk),-0.039641089737415314
1157,"Time to import, documentary compliance (hours)",-0.03931497782468796
927,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),-0.03926300257444382
1088,"International tourism, expenditures for passenger transport items (current US$)",-0.039136745035648346
375,"Primary education, pupils (% female)",-0.03842119500041008
365,"Persistence to last grade of primary, male (% of cohort)",-0.038393594324588776
322,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",-0.037339501082897186
318,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",-0.036306798458099365
480,Ores and metals imports (% of merchandise imports),-0.03614559769630432
995,"Labor force with advanced education, male (% of male working-age population with advanced education)",-0.03596009686589241
135,"GDP per capita, PPP (current international $)",-0.035920653492212296
699,Women who were first married by age 18 (% of women ages 20-24),-0.035409439355134964
1058,"Trademark applications, direct resident",-0.0349898561835289
907,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",-0.03485856205224991
1167,Urban population,-0.034110404551029205
619,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",-0.03290645033121109
185,Gross national expenditure (current US$),-0.03260202705860138
148,"GNI per capita, Atlas method (current US$)",-0.03230532258749008
501,CO2 emissions from liquid fuel consumption (% of total),-0.03226352855563164
1054,Researchers in R&D (per million people),-0.03203442692756653
116,Financial intermediary services indirectly Measured (FISIM) (current LCU),-0.030898243188858032
475,Natural gas rents (% of GDP),-0.030319657176733017
658,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",-0.029657702893018723
1089,"International tourism, expenditures for travel items (current US$)",-0.029554620385169983
29,Forest area (sq. km),-0.029333094134926796
161,"Goods imports (BoP, current US$)",-0.028102941811084747
43,Surface area (sq. km),-0.027605362236499786
182,Gross national expenditure (constant 2010 US$),-0.02696496620774269
404,"School enrollment, secondary (% net)",-0.026639385148882866
903,Mobile cellular subscriptions (per 100 people),-0.026175109669566154
344,"Literacy rate, adult female (% of females ages 15 and above)",-0.02615497075021267
421,"Secondary education, teachers (% female)",-0.026109902188181877
165,Gross capital formation (constant 2010 US$),-0.025533398613333702
172,Gross domestic savings (current US$),-0.025516916066408157
886,"Air transport, passengers carried",-0.02520648017525673
1076,"Cost to import, documentary compliance (US$)",-0.024952707812190056
723,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),-0.024129671975970268
230,"Manufacturing, value added (constant 2010 US$)",-0.024073578417301178
153,"GNI, PPP (current international $)",-0.02397603914141655
625,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",-0.023612745106220245
423,"Secondary education, vocational pupils",-0.02335217595100403
175,Gross fixed capital formation (constant 2010 US$),-0.023098662495613098
97,Exports of goods and services (constant 2010 US$),-0.022572459653019905
785,"Physicians (per 1,000 people)",-0.022500287741422653
605,"Risk premium on lending (lending rate minus treasury bill rate, %)",-0.022040363401174545
1087,"International tourism, expenditures (current US$)",-0.02202448807656765
363,"Persistence to grade 5, total (% of cohort)",-0.021005816757678986
655,"Life expectancy at birth, male (years)",-0.020393243059515953
683,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",-0.02005845122039318
407,"School enrollment, secondary, female (% net)",-0.019924741238355637
356,"Net intake rate in grade 1, female (% of official school-age population)",-0.019652489572763443
1139,"Share of tariff lines with specific rates, manufactured products (%)",-0.018671195954084396
88,"Current account balance (BoP, current US$)",-0.018222741782665253
800,"Population ages 15-64, male (% of total)",-0.018011143431067467
929,Child employment in agriculture (% of economically active children ages 7-14),-0.017834588885307312
265,"Secondary income receipts (BoP, current US$)",-0.017752371728420258
1134,Net barter terms of trade index (2000 = 100),-0.017569512128829956
287,"Transport services (% of service imports, BoP)",-0.017414730042219162
538,People using at least basic sanitation services (% of population),-0.017299389466643333
23,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",-0.016165975481271744
267,"Service exports (BoP, current US$)",-0.016151349991559982
350,"Literacy rate, youth total (% of people ages 15-24)",-0.01588345319032669
202,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",-0.015628421679139137
537,"People using at least basic drinking water services, urban (% of urban population)",-0.015586735680699348
586,Domestic credit to private sector by banks (% of GDP),-0.015318851917982101
455,Electricity production from natural gas sources (% of total),-0.014962409622967243
497,CO2 emissions (kt),-0.01485128328204155
132,GDP per capita (current US$),-0.013380111195147038
560,Urban land area (sq. km),-0.013341233134269714
1122,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",-0.01330897118896246
448,CO2 emissions from liquid fuel consumption (kt),-0.01275428757071495
1156,"Time to import, border compliance (hours)",-0.011959968134760857
798,"Population ages 15-64, female (% of total)",-0.011386417783796787
328,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",-0.011229025200009346
156,General government final consumption expenditure (constant 2010 US$),-0.011028476059436798
1021,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",-0.01063186302781105
303,"Current education expenditure, primary (% of total expenditure in primary public institutions)",-0.010617140680551529
34,Rural land area (sq. km),-0.01012498326599598
213,Imports of goods and services (current US$),-0.01003853976726532
208,"Imports of goods and services (BoP, current US$)",-0.009893686510622501
809,"Population ages 35-39, male (% of male population)",-0.009308514185249805
136,"GDP, PPP (constant 2011 international $)",-0.00927826203405857
330,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",-0.008827739395201206
324,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",-0.008771093562245369
540,"People using at least basic sanitation services, urban (% of urban population)",-0.00876226369291544
1094,"International tourism, receipts for passenger transport items (current US$)",-0.008677810430526733
445,"Access to electricity, urban (% of urban population)",-0.008589671924710274
667,Pregnant women receiving prenatal care (%),-0.008236436173319817
133,GDP per capita growth (annual %),-0.008174738846719265
591,"International migrant stock, total",-0.008073428645730019
1037,Poverty gap at $1.90 a day (2011 PPP) (%),-0.008014095015823841
409,"School enrollment, secondary, male (% net)",-0.00785737857222557
881,UHC service coverage index,-0.0075634680688381195
748,"Immunization, DPT (% of children ages 12-23 months)",-0.007123149000108242
887,"Air transport, registered carrier departures worldwide",-0.006813813932240009
845,Prevalence of anemia among pregnant women (%),-0.00620179483667016
22,Employment in agriculture (% of total employment) (modeled ILO estimate),-0.0060599129647016525
355,Net intake rate in grade 1 (% of official school-age population),-0.006018608808517456
217,"Industry (including construction), value added (constant 2010 US$)",-0.005940246395766735
358,"Over-age students, primary (% of enrollment)",-0.005711909383535385
1093,"International tourism, receipts (current US$)",-0.005578359588980675
1045,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",-0.005558415316045284
783,Out-of-pocket expenditure per capita (current US$),-0.005545605439692736
214,"Imports of goods, services and primary income (BoP, current US$)",-0.005023833364248276
603,Real effective exchange rate index (2010 = 100),-0.0049036722630262375
134,"GDP per capita, PPP (constant 2011 international $)",-0.0046568941324949265
1068,"Bound rate, simple mean, primary products (%)",-0.004644426517188549
524,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",-0.00438645388931036
143,GNI growth (annual %),-0.004349738359451294
736,Domestic general government health expenditure (% of general government expenditure),-0.004330436233431101
647,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",-0.004065539687871933
506,CO2 emissions from solid fuel consumption (kt),-0.004020653665065765
764,"Mortality rate, infant, female (per 1,000 live births)",-0.0038270209915935993
755,"Life expectancy at birth, total (years)",-0.003359568305313587
220,"Industry (including construction), value added (current US$)",-0.0025765514001250267
904,Public private partnerships investment in energy (current US$),-0.002121681347489357
360,"Over-age students, primary, male (% of male enrollment)",-0.0017059906385838985
1046,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",-0.001633551437407732
767,"Mortality rate, under-5 (per 1,000 live births)",-0.0015362240374088287
570,Broad money (% of GDP),-0.00147551903501153
620,"Child employment in services, female (% of female economically active children ages 7-14)",-0.0014500860124826431
317,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",-0.001447408925741911
366,"Persistence to last grade of primary, total (% of cohort)",-0.00044719036668539047
336,"Government expenditure per student, primary (% of GDP per capita)",0.0009563369676470757
477,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),0.0009979745373129845
891,Fixed telephone subscriptions,0.001316942274570465
483,Renewable electricity output (% of total electricity output),0.0019915029406547546
203,"Households and NPISHs Final consumption expenditure, PPP (current international $)",0.0025376398116350174
1070,Commercial service imports (current US$),0.002886624075472355
823,"Population ages 65 and above, female",0.003308931365609169
704,Age dependency ratio (% of working-age population),0.0034817056730389595
1090,"International tourism, number of arrivals",0.003783912630751729
583,Depth of credit information index (0=low to 8=high),0.003939170856028795
86,"Communications, computer, etc. (% of service imports, BoP)",0.004214804619550705
359,"Over-age students, primary, female (% of female enrollment)",0.004259921610355377
178,Gross fixed capital formation (current US$),0.0053942459635436535
0,"Access to electricity, rural (% of rural population)",0.0054739839397370815
760,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",0.0057148076593875885
406,"School enrollment, secondary, female (% gross)",0.005943642929196358
295,"Adolescents out of school, male (% of male lower secondary school age)",0.0060256291180849075
1010,"Unemployment with advanced education, female (% of female labor force with advanced education)",0.006413782015442848
765,"Mortality rate, infant, male (per 1,000 live births)",0.006960561498999596
1024,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",0.0071166567504405975
921,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",0.0071199750527739525
847,"Prevalence of overweight, weight for height (% of children under 5)",0.007146444171667099
196,Households and NPISHs Final consumption expenditure (constant 2010 US$),0.007330870255827904
74,"Agriculture, forestry, and fishing, value added (annual % growth)",0.0074655432254076
137,"GDP, PPP (current international $)",0.00774241192266345
242,Net primary income (Net income from abroad) (current LCU),0.0078050075098872185
168,Gross capital formation (current US$),0.008099384605884552
160,"Goods exports (BoP, current US$)",0.008335089311003685
720,"Completeness of birth registration, rural (%)",0.008354135788977146
871,"Smoking prevalence, total (ages 15+)",0.008574222214519978
151,"GNI, Atlas method (current US$)",0.009100310504436493
83,"Charges for the use of intellectual property, receipts (BoP, current US$)",0.009134463965892792
368,Population ages 15-64 (% of total),0.009419174864888191
1041,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),0.009473487734794617
643,Female headed households (% of households with a female head),0.010064839385449886
452,Electric power transmission and distribution losses (% of output),0.010470408014953136
323,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",0.011055666022002697
770,Newborns protected against tetanus (%),0.01157904788851738
349,"Literacy rate, youth male (% of males ages 15-24)",0.011691835708916187
95,"Exports of goods and services (BoP, current US$)",0.011778149753808975
637,"Employment in services, female (% of female employment) (modeled ILO estimate)",0.011796140111982822
159,General government final consumption expenditure (current US$),0.011969008482992649
1060,Arms exports (SIPRI trend indicator values),0.012079999782145023
889,Fixed broadband subscriptions,0.012922193855047226
345,"Literacy rate, adult male (% of males ages 15 and above)",0.013100423850119114
656,Lifetime risk of maternal death (%),0.013359401375055313
721,"Completeness of birth registration, urban (%)",0.01339337881654501
1038,Poverty gap at $3.20 a day (2011 PPP) (%),0.013568340800702572
1095,"International tourism, receipts for travel items (current US$)",0.013861616142094135
139,GNI (constant 2010 US$),0.014222628436982632
342,"Labor force, female (% of total labor force)",0.014901500195264816
742,Exclusive breastfeeding (% of children under 6 months),0.015074651688337326
329,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",0.015294460579752922
1014,"Unemployment with basic education, male (% of male labor force with basic education)",0.0158558189868927
47,Adjusted net national income (constant 2010 US$),0.016283441334962845
681,"Survival to age 65, male (% of cohort)",0.017211683094501495
129,GDP per capita (constant 2010 US$),0.017497440800070763
320,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",0.017705384641885757
6,Agricultural methane emissions (% of total),0.018037326633930206
262,"Primary income receipts (BoP, current US$)",0.018691208213567734
402,"School enrollment, primary, private (% of total primary)",0.019329458475112915
4,"Agricultural machinery, tractors",0.019472375512123108
126,GDP (current US$),0.019531860947608948
892,Fixed telephone subscriptions (per 100 people),0.020596932619810104
1120,Merchandise imports (current US$),0.021079102531075478
201,Households and NPISHs Final consumption expenditure per capita growth (annual %),0.021239761263132095
546,"People using safely managed sanitation services, urban (% of urban population)",0.021456802263855934
507,CO2 emissions from transport (% of total fuel combustion),0.021590977907180786
123,GDP (constant 2010 US$),0.0223190039396286
51,Adjusted net national income per capita (current US$),0.02238660864531994
925,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),0.02240832895040512
983,"Labor force participation rate for ages 15-24, male (%) (national estimate)",0.022482888773083687
261,"Primary income payments (BoP, current US$)",0.02294541336596012
782,Out-of-pocket expenditure (% of current health expenditure),0.023052241653203964
111,Final consumption expenditure (constant 2010 US$),0.023338668048381805
454,Electricity production from hydroelectric sources (% of total),0.02365046739578247
638,"Employment in services, male (% of male employment) (modeled ILO estimate)",0.023925326764583588
862,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.02397310733795166
114,Final consumption expenditure (current US$),0.024278461933135986
1055,Scientific and technical journal articles,0.024317529052495956
495,CO2 emissions (kg per 2011 PPP $ of GDP),0.02455667033791542
660,"Mortality rate, adult, female (per 1,000 female adults)",0.024647150188684464
529,PFC gas emissions (thousand metric tons of CO2 equivalent),0.02517843432724476
622,"Children in employment, female (% of female children ages 7-14)",0.02540254034101963
1069,Commercial service exports (current US$),0.025706598535180092
1011,"Unemployment with advanced education, male (% of male labor force with advanced education)",0.025917021557688713
919,"Average working hours of children, study and work, ages 7-14 (hours per week)",0.026285214349627495
768,"Mortality rate, under-5, female (per 1,000 live births)",0.026291368529200554
1121,Merchandise imports by the reporting economy (current US$),0.026569673791527748
142,GNI (current US$),0.027083145454525948
976,GDP per person employed (constant 2011 PPP $),0.027148857712745667
617,"Child employment in agriculture, male (% of male economically active children ages 7-14)",0.027886709198355675
811,"Population ages 40-44, male (% of male population)",0.02888762205839157
199,Households and NPISHs Final consumption expenditure (current US$),0.02895844727754593
663,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),0.029533132910728455
403,"School enrollment, secondary (% gross)",0.030279148370027542
936,"Children in employment, total (% of children ages 7-14)",0.030396703630685806
385,"Pupil-teacher ratio, secondary",0.030657745897769928
473,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),0.030722778290510178
536,"People using at least basic drinking water services, rural (% of rural population)",0.030762186273932457
413,"School enrollment, tertiary, female (% gross)",0.031751688569784164
890,Fixed broadband subscriptions (per 100 people),0.031893741339445114
639,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",0.032284051179885864
1108,Merchandise exports by the reporting economy (current US$),0.032441914081573486
974,"Employment to population ratio, ages 15-24, total (%) (national estimate)",0.032670583575963974
640,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",0.03288080170750618
784,"Out-of-pocket expenditure per capita, PPP (current international $)",0.03327146917581558
210,Imports of goods and services (constant 2010 US$),0.033963944762945175
424,"Secondary education, vocational pupils (% female)",0.033976249396800995
1039,Poverty gap at $5.50 a day (2011 PPP) (%),0.03408799692988396
739,Domestic private health expenditure (% of current health expenditure),0.034509703516960144
268,"Service imports (BoP, current US$)",0.03470703214406967
551,Population living in slums (% of urban population),0.03485729917883873
966,Employment in services (% of total employment) (modeled ILO estimate),0.034993480890989304
100,Exports of goods and services (current US$),0.03526253253221512
1075,"Cost to import, border compliance (US$)",0.035474684089422226
628,"Condom use, population ages 15-24, female (% of females ages 15-24)",0.0356789231300354
733,Diarrhea treatment (% of children under 5 who received ORS packet),0.03578000143170357
191,Gross value added at basic prices (GVA) (constant 2010 US$),0.03579068183898926
1107,Merchandise exports (current US$),0.035957664251327515
816,"Population ages 50-54, female (% of female population)",0.03602957725524902
101,"Exports of goods, services and primary income (BoP, current US$)",0.03659122437238693
756,Low-birthweight babies (% of births),0.036967892199754715
505,CO2 emissions from solid fuel consumption (% of total),0.037734873592853546
392,"School enrollment, preprimary, female (% gross)",0.03860766440629959
545,"People using safely managed sanitation services, rural (% of rural population)",0.03921113163232803
357,"Net intake rate in grade 1, male (% of official school-age population)",0.03988014906644821
516,Land area where elevation is below 5 meters (% of total land area),0.04031844064593315
685,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",0.04034527391195297
931,Child employment in services (% of economically active children ages 7-14),0.04035327956080437
206,"ICT service exports (BoP, current US$)",0.04116060584783554
565,"Automated teller machines (ATMs) (per 100,000 adults)",0.041308820247650146
1053,Research and development expenditure (% of GDP),0.04149820655584335
769,"Mortality rate, under-5, male (per 1,000 live births)",0.04315616935491562
50,Adjusted net national income per capita (constant 2010 US$),0.04319027066230774
666,"Part time employment, male (% of total male employment)",0.04370412230491638
657,Lifetime risk of maternal death (1 in: rate varies by country),0.044028688222169876
652,Law prohibits or invalidates child or early marriage (1=yes; 0=no),0.04475152865052223
12,"Agriculture, forestry, and fishing, value added (% of GDP)",0.04529761150479317
700,Women's share of population ages 15+ living with HIV (%),0.04542163386940956
763,"Mortality rate, infant (per 1,000 live births)",0.04580650106072426
120,"Foreign direct investment, net inflows (BoP, current US$)",0.0461839996278286
717,Completeness of birth registration (%),0.04664646089076996
971,"Employment to population ratio, ages 15-24, female (%) (national estimate)",0.04686417058110237
354,Lower secondary school starting age (years),0.04696299880743027
194,Gross value added at basic prices (GVA) (current US$),0.04714133217930794
812,"Population ages 45-49, female (% of female population)",0.04757876321673393
753,"Incidence of tuberculosis (per 100,000 people)",0.04778698831796646
747,"Hospital beds (per 1,000 people)",0.04782891273498535
781,"Nurses and midwives (per 1,000 people)",0.048105791211128235
1081,Food imports (% of merchandise imports),0.04876558110117912
691,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.04917507618665695
899,Investment in transport with private participation (current US$),0.04930690675973892
377,"Primary education, teachers (% female)",0.05008915811777115
155,General government final consumption expenditure (annual % growth),0.050938598811626434
813,"Population ages 45-49, male (% of male population)",0.051426418125629425
332,Expenditure on secondary education (% of government expenditure on education),0.05228066444396973
1150,"Tariff rate, most favored nation, weighted mean, all products (%)",0.05303473770618439
972,"Employment to population ratio, ages 15-24, male (%) (national estimate)",0.05364536494016647
844,Prevalence of anemia among non-pregnant women (% of women ages 15-49),0.053903013467788696
278,Terms of trade adjustment (constant LCU),0.054731909185647964
676,"Self-employed, female (% of female employment) (modeled ILO estimate)",0.054944977164268494
846,Prevalence of anemia among women of reproductive age (% of women ages 15-49),0.05532753840088844
96,Exports of goods and services (annual % growth),0.056134551763534546
449,Combustible renewables and waste (% of total energy),0.057071369141340256
849,"Prevalence of overweight, weight for height, male (% of children under 5)",0.05719202011823654
485,Time required to get electricity (days),0.05745932459831238
346,"Literacy rate, adult total (% of people ages 15 and above)",0.0578157901763916
460,"Electricity production from renewable sources, excluding hydroelectric (kWh)",0.05782322213053703
259,Price level ratio of PPP conversion factor (GDP) to market exchange rate,0.059130825102329254
659,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.05916213244199753
616,"Child employment in agriculture, female (% of female economically active children ages 7-14)",0.05941694974899292
1043,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0.0595514290034771
969,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.06113123521208763
144,GNI per capita (constant 2010 US$),0.06114739179611206
635,"Employment in industry, female (% of female employment) (modeled ILO estimate)",0.06259497255086899
411,"School enrollment, tertiary (% gross)",0.06317214667797089
1117,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),0.06339749693870544
353,"Lower secondary completion rate, total (% of relevant age group)",0.06544878333806992
965,Employment in industry (% of total employment) (modeled ILO estimate),0.0654640942811966
1159,Transport services (% of commercial service imports),0.06657613813877106
944,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0.06733930855989456
314,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",0.06754932552576065
607,"Stocks traded, total value (% of GDP)",0.06792086362838745
623,"Children in employment, male (% of male children ages 7-14)",0.06869660317897797
585,Domestic credit to private sector (% of GDP),0.06876538693904877
294,"Adolescents out of school, female (% of female lower secondary school age)",0.06920834630727768
11,Agricultural raw materials imports (% of merchandise imports),0.06961237639188766
387,"Pupil-teacher ratio, upper secondary",0.06966373324394226
1042,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),0.06970587372779846
993,Labor force with advanced education (% of total working-age population with advanced education),0.06991728395223618
1025,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",0.06992689520120621
293,Adolescents out of school (% of lower secondary school age),0.07038424164056778
1143,"Tariff rate, applied, simple mean, primary products (%)",0.07059285044670105
522,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",0.07093200832605362
307,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",0.07187877595424652
207,Imports of goods and services (% of GDP),0.07298905402421951
621,"Child employment in services, male (% of male economically active children ages 7-14)",0.07302866131067276
447,CO2 emissions from gaseous fuel consumption (% of total),0.07337260991334915
1066,"Bound rate, simple mean, all products (%)",0.07390601933002472
500,CO2 emissions from gaseous fuel consumption (kt),0.07394155859947205
990,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0.07408586144447327
496,CO2 emissions (kg per PPP $ of GDP),0.07552678883075714
878,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",0.07569053769111633
1137,"Share of tariff lines with international peaks, primary products (%)",0.07599218934774399
266,"Secondary income, other sectors, payments (BoP, current US$)",0.07679922878742218
46,Adjusted net national income (annual % growth),0.07805871963500977
627,"Children in employment, work only, male (% of male children in employment, ages 7-14)",0.07827004790306091
712,"Cause of death, by non-communicable diseases (% of total)",0.07851535081863403
313,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",0.0789216011762619
351,"Lower secondary completion rate, female (% of relevant age group)",0.07911607623100281
979,"Informal employment, male (% of total non-agricultural employment)",0.0791490375995636
987,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",0.0798124447464943
1000,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",0.07988716661930084
127,GDP deflator (base year varies by country),0.08101580291986465
1101,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),0.08128421753644943
978,"Informal employment, female (% of total non-agricultural employment)",0.08210565149784088
315,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",0.08229696750640869
754,Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),0.08241100609302521
391,"School enrollment, preprimary (% gross)",0.08283545076847076
260,"Primary income on FDI, payments (current US$)",0.08290915191173553
636,"Employment in industry, male (% of male employment) (modeled ILO estimate)",0.08295245468616486
297,"Children out of school, female (% of female primary school age)",0.08308595418930054
298,"Children out of school, male (% of male primary school age)",0.08356212079524994
648,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",0.08404482901096344
270,"Services, value added (annual % growth)",0.0843515545129776
1145,"Tariff rate, applied, weighted mean, manufactured products (%)",0.08455272763967514
930,Child employment in manufacturing (% of economically active children ages 7-14),0.08468454331159592
44,"2005 PPP conversion factor, GDP (LCU per international $)",0.08469460904598236
555,Terrestrial and marine protected areas (% of total territorial area),0.08561347424983978
568,Bank nonperforming loans to total gross loans (%),0.08589671552181244
408,"School enrollment, secondary, male (% gross)",0.08615715056657791
472,Investment in energy with private participation (current US$),0.08692913502454758
1018,"Unemployment, female (% of female labor force) (national estimate)",0.08706111460924149
937,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",0.08756162971258163
682,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),0.0879642441868782
876,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0.08817288279533386
1028,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.08831329643726349
690,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",0.08857070654630661
393,"School enrollment, preprimary, male (% gross)",0.08971892297267914
