,items,comp
316,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",-0.08369976282119751
803,"Population ages 20-24, male (% of male population)",-0.08326795697212219
1140,"Share of tariff lines with specific rates, primary products (%)",-0.08188769221305847
709,"Birth rate, crude (per 1,000 people)",-0.08127310872077942
671,"Prevalence of underweight, weight for age, male (% of children under 5)",-0.08052720129489899
696,Women who believe a husband is justified in beating his wife when she neglects the children (%),-0.08036412298679352
1046,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",-0.08014165610074997
311,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",-0.07975831627845764
455,Electricity production from natural gas sources (% of total),-0.07934583723545074
64,Adjusted savings: gross savings (% of GNI),-0.0779171735048294
1054,Researchers in R&D (per million people),-0.07632789760828018
498,CO2 emissions (metric tons per capita),-0.07590141892433167
834,"Population ages 80 and above, female (% of female population)",-0.0756082534790039
941,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",-0.07494257390499115
278,Terms of trade adjustment (constant LCU),-0.0744360163807869
937,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",-0.07443004101514816
659,"Maternal mortality ratio (national estimate, per 100,000 live births)",-0.07383869588375092
260,"Primary income on FDI, payments (current US$)",-0.07283952087163925
796,"Population ages 15-19, male (% of male population)",-0.07245714962482452
403,"School enrollment, secondary (% gross)",-0.07174745947122574
1042,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),-0.07094880938529968
957,Coverage of social safety net programs in richest quintile (% of population),-0.0707523450255394
685,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",-0.06990082561969757
1099,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),-0.06969727575778961
761,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",-0.06959744542837143
359,"Over-age students, primary, female (% of female enrollment)",-0.06952554732561111
737,Domestic general government health expenditure per capita (current US$),-0.06901382654905319
1123,Merchandise imports from economies in the Arab World (% of total merchandise imports),-0.06804883480072021
1012,Unemployment with basic education (% of total labor force with basic education),-0.06734130531549454
404,"School enrollment, secondary (% net)",-0.06732871383428574
785,"Physicians (per 1,000 people)",-0.06631395220756531
274,Taxes less subsidies on products (constant LCU),-0.06625312566757202
351,"Lower secondary completion rate, female (% of relevant age group)",-0.06619327515363693
407,"School enrollment, secondary, female (% net)",-0.06590410321950912
895,Individuals using the Internet (% of population),-0.06570803374052048
318,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",-0.0656949058175087
1154,"Time to export, border compliance (hours)",-0.06535416096448898
747,"Hospital beds (per 1,000 people)",-0.0641593411564827
385,"Pupil-teacher ratio, secondary",-0.0636870265007019
414,"School enrollment, tertiary, male (% gross)",-0.06342484056949615
406,"School enrollment, secondary, female (% gross)",-0.0634090006351471
212,Imports of goods and services (current LCU),-0.06337566673755646
881,UHC service coverage index,-0.0631154328584671
57,Adjusted savings: carbon dioxide damage (current US$),-0.06230122596025467
466,Firms using banks to finance investment (% of firms),-0.061405617743730545
258,"Portfolio investment, net (BoP, current US$)",-0.06126490235328674
411,"School enrollment, tertiary (% gross)",-0.061085909605026245
816,"Population ages 50-54, female (% of female population)",-0.06077822297811508
62,Adjusted savings: energy depletion (% of GNI),-0.05961204692721367
353,"Lower secondary completion rate, total (% of relevant age group)",-0.059154268354177475
291,"Adjusted net enrollment rate, primary, female (% of primary school age children)",-0.058650970458984375
792,"Population ages 0-4, male (% of male population)",-0.057966381311416626
51,Adjusted net national income per capita (current US$),-0.05585624277591705
509,Capture fisheries production (metric tons),-0.05547373369336128
50,Adjusted net national income per capita (constant 2010 US$),-0.05296383053064346
365,"Persistence to last grade of primary, male (% of cohort)",-0.05258200690150261
1103,Logistics performance index: Overall (1=low to 5=high),-0.05229528248310089
206,"ICT service exports (BoP, current US$)",-0.0519765168428421
751,Incidence of HIV (% of uninfected population ages 15-49),-0.05156000703573227
636,"Employment in industry, male (% of male employment) (modeled ILO estimate)",-0.05098910629749298
557,Total fisheries production (metric tons),-0.0509466752409935
280,Total debt service (% of GNI),-0.05031207948923111
290,"Adjusted net enrollment rate, primary (% of primary school age children)",-0.04965520650148392
358,"Over-age students, primary (% of enrollment)",-0.049313224852085114
352,"Lower secondary completion rate, male (% of relevant age group)",-0.04901152849197388
517,Marine protected areas (% of territorial waters),-0.04874324053525925
952,Coverage of social safety net programs (% of population),-0.047969967126846313
48,Adjusted net national income (current US$),-0.046882037073373795
292,"Adjusted net enrollment rate, primary, male (% of primary school age children)",-0.04680894315242767
73,Adjusted savings: particulate emission damage (current US$),-0.046413831412792206
953,Coverage of social safety net programs in 2nd quintile (% of population),-0.046364448964595795
1005,"Self-employed, total (% of total employment) (modeled ILO estimate)",-0.0461164191365242
861,"Probability of dying at age 5-14 years (per 1,000 children age 5)",-0.04610951989889145
104,External balance on goods and services (current LCU),-0.044998813420534134
743,External health expenditure (% of current health expenditure),-0.04477311670780182
317,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",-0.044727060943841934
1068,"Bound rate, simple mean, primary products (%)",-0.04443226754665375
821,"Population ages 60-64, male (% of male population)",-0.043716445565223694
1161,Travel services (% of commercial service imports),-0.04348162189126015
997,"Labor force with basic education, female (% of female working-age population with basic education)",-0.043025217950344086
738,"Domestic general government health expenditure per capita, PPP (current international $)",-0.04287092387676239
40,Rural population living in areas where elevation is below 5 meters (% of total population),-0.040729060769081116
812,"Population ages 45-49, female (% of female population)",-0.0387071818113327
301,"Children out of school, primary, male",-0.037347324192523956
596,Net domestic credit (current LCU),-0.0373348705470562
4,"Agricultural machinery, tractors",-0.03723449632525444
405,"School enrollment, secondary (gross), gender parity index (GPI)",-0.03705695644021034
955,Coverage of social safety net programs in 4th quintile (% of population),-0.035427164286375046
460,"Electricity production from renewable sources, excluding hydroelectric (kWh)",-0.03484660014510155
1070,Commercial service imports (current US$),-0.03481878340244293
915,Adequacy of social insurance programs (% of total welfare of beneficiary households),-0.034262411296367645
329,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",-0.033753521740436554
869,Risk of impoverishing expenditure for surgical care (% of people at risk),-0.03321469575166702
818,"Population ages 55-59, female (% of female population)",-0.03319646418094635
819,"Population ages 55-59, male (% of male population)",-0.033160965889692307
1169,Urban population growth (annual %),-0.032838255167007446
813,"Population ages 45-49, male (% of male population)",-0.03250708431005478
364,"Persistence to last grade of primary, female (% of cohort)",-0.03241928666830063
569,"Borrowers from commercial banks (per 1,000 adults)",-0.03159796819090843
464,Energy use (kg of oil equivalent per capita),-0.03142399713397026
868,Risk of catastrophic expenditure for surgical care (% of people at risk),-0.031123068183660507
1017,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",-0.030703067779541016
944,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",-0.030622143298387527
200,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),-0.03049653209745884
1040,Poverty gap at national poverty lines (%),-0.02980642020702362
794,"Population ages 10-14, male (% of male population)",-0.02897816151380539
374,"Primary education, pupils",-0.027911579236388206
300,"Children out of school, primary, female",-0.0278104729950428
122,"Foreign direct investment, net outflows (BoP, current US$)",-0.0266517773270607
703,Adults (ages 15+) newly infected with HIV,-0.026650190353393555
282,"Total reserves (includes gold, current US$)",-0.026170650497078896
890,Fixed broadband subscriptions (per 100 people),-0.026158474385738373
187,Gross savings (% of GDP),-0.025734230875968933
1090,"International tourism, number of arrivals",-0.025365343317389488
911,Secure Internet servers,-0.024801230058073997
956,Coverage of social safety net programs in poorest quintile (% of population),-0.024690598249435425
787,"Population ages 0-14, female (% of total)",-0.024621637538075447
409,"School enrollment, secondary, male (% net)",-0.024230554699897766
1067,"Bound rate, simple mean, manufactured products (%)",-0.022724611684679985
42,Rural poverty headcount ratio at national poverty lines (% of rural population),-0.021644193679094315
817,"Population ages 50-54, male (% of male population)",-0.021637028083205223
603,Real effective exchange rate index (2010 = 100),-0.021471399813890457
30,Land area (sq. km),-0.02124812640249729
553,"Renewable internal freshwater resources, total (billion cubic meters)",-0.01996457763016224
1033,Income share held by lowest 10%,-0.018739208579063416
789,"Population ages 0-14, male (% of total)",-0.018116626888513565
120,"Foreign direct investment, net inflows (BoP, current US$)",-0.018087925389409065
493,Aquaculture production (metric tons),-0.01751575618982315
815,"Population ages 5-9, male (% of male population)",-0.017019104212522507
222,"Inflation, consumer prices (annual %)",-0.016934392973780632
814,"Population ages 5-9, female (% of female population)",-0.01644149050116539
425,"Tertiary education, academic staff (% female)",-0.015925781801342964
1043,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),-0.015583464875817299
166,Gross capital formation (constant LCU),-0.015558799728751183
1111,Merchandise exports to high-income economies (% of total merchandise exports),-0.015532359480857849
566,Bank capital to assets ratio (%),-0.015530545264482498
100,Exports of goods and services (current US$),-0.01525231171399355
237,"Net errors and omissions (BoP, current US$)",-0.014317132532596588
954,Coverage of social safety net programs in 3rd quintile (% of population),-0.013791816309094429
355,Net intake rate in grade 1 (% of official school-age population),-0.013762236572802067
43,Surface area (sq. km),-0.01372632198035717
1129,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),-0.013322468847036362
693,Women who believe a husband is justified in beating his wife when she argues with him (%),-0.012455455027520657
194,Gross value added at basic prices (GVA) (current US$),-0.011741844937205315
732,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),-0.011397693306207657
47,Adjusted net national income (constant 2010 US$),-0.01112284790724516
15,Arable land (% of land area),-0.010778412222862244
214,"Imports of goods, services and primary income (BoP, current US$)",-0.010463309474289417
123,GDP (constant 2010 US$),-0.0102751599624753
366,"Persistence to last grade of primary, total (% of cohort)",-0.009789185598492622
208,"Imports of goods and services (BoP, current US$)",-0.009525975212454796
473,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),-0.009163864888250828
94,Exports of goods and services (% of GDP),-0.008940935134887695
905,Public private partnerships investment in transport (current US$),-0.008812915533781052
191,Gross value added at basic prices (GVA) (constant 2010 US$),-0.008411400020122528
9,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),-0.007985768839716911
507,CO2 emissions from transport (% of total fuel combustion),-0.007780039682984352
421,"Secondary education, teachers (% female)",-0.007536072283983231
771,Number of deaths ages 5-14 years,-0.007319224067032337
904,Public private partnerships investment in energy (current US$),-0.0071874456480145454
829,"Population ages 65-69, male (% of male population)",-0.007145356386899948
729,"Current health expenditure per capita, PPP (current international $)",-0.0066709984093904495
704,Age dependency ratio (% of working-age population),-0.006501819938421249
172,Gross domestic savings (current US$),-0.006474364548921585
377,"Primary education, teachers (% female)",-0.006356016732752323
106,External debt stocks (% of GNI),-0.00542164221405983
60,Adjusted savings: education expenditure (% of GNI),-0.005132406949996948
802,"Population ages 20-24, female (% of female population)",-0.004952607676386833
511,Disaster risk reduction progress score (1-5 scale; 5=best),-0.004553947597742081
199,Households and NPISHs Final consumption expenditure (current US$),-0.0030115973204374313
1107,Merchandise exports (current US$),-0.0025610625743865967
367,Population ages 0-14 (% of total),-0.002556813880801201
34,Rural land area (sq. km),-0.002098027616739273
68,Adjusted savings: net forest depletion (% of GNI),-0.00027628708630800247
368,Population ages 15-64 (% of total),-0.00025169618311338127
108,"External debt stocks, total (DOD, current US$)",0.0003314707428216934
33,Permanent cropland (% of land area),0.0003774315118789673
408,"School enrollment, secondary, male (% gross)",0.0005189143121242523
1126,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),0.0006937757134437561
706,"Age dependency ratio, young (% of working-age population)",0.0012862985022366047
13,"Agriculture, forestry, and fishing, value added (current US$)",0.0013092197477817535
640,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",0.00141100212931633
1156,"Time to import, border compliance (hours)",0.0019669844768941402
540,"People using at least basic sanitation services, urban (% of urban population)",0.0020352827850729227
189,Gross savings (current LCU),0.0021877314429730177
906,Public private partnerships investment in water and sanitation (current US$),0.0023449845612049103
132,GDP per capita (current US$),0.002632204443216324
526,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.0032350830733776093
114,Final consumption expenditure (current US$),0.0032846201211214066
1162,Population density (people per sq. km of land area),0.003314252942800522
917,Adequacy of social safety net programs (% of total welfare of beneficiary households),0.003638405352830887
836,Population growth (annual %),0.00383971631526947
745,"External health expenditure per capita, PPP (current international $)",0.004152480512857437
1044,Poverty headcount ratio at national poverty lines (% of population),0.004512717016041279
77,"Agriculture, forestry, and fishing, value added (current LCU)",0.004560287110507488
185,Gross national expenditure (current US$),0.0047201355919241905
889,Fixed broadband subscriptions,0.005326613783836365
791,"Population ages 0-4, female (% of female population)",0.00568876788020134
180,"Gross fixed capital formation, private sector (current LCU)",0.0061438363045454025
142,GNI (current US$),0.006556704640388489
182,Gross national expenditure (constant 2010 US$),0.006600638851523399
860,"Prevalence of wasting, weight for height, male (% of children under 5)",0.006692353170365095
1102,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),0.006745997816324234
914,"Trademark applications, resident, by count",0.0074946582317352295
1135,"Share of tariff lines with international peaks, all products (%)",0.007588827982544899
1069,Commercial service exports (current US$),0.007658894173800945
126,GDP (current US$),0.007743966765701771
168,Gross capital formation (current US$),0.008747825399041176
539,"People using at least basic sanitation services, rural (% of rural population)",0.009371651336550713
196,Households and NPISHs Final consumption expenditure (constant 2010 US$),0.00970415212213993
907,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",0.009752359241247177
705,"Age dependency ratio, old (% of working-age population)",0.00981190800666809
1093,"International tourism, receipts (current US$)",0.009956825524568558
843,Prevalence of anemia among children (% of children under 5),0.010405030101537704
899,Investment in transport with private participation (current US$),0.010819858871400356
615,Births attended by skilled health staff (% of total),0.010879002511501312
602,Public credit registry coverage (% of adults),0.010902781039476395
891,Fixed telephone subscriptions,0.010982397943735123
299,"Children out of school, primary",0.010996483266353607
820,"Population ages 60-64, female (% of female population)",0.011896798387169838
36,Rural land area where elevation is below 5 meters (sq. km),0.01195068284869194
58,Adjusted savings: consumption of fixed capital (% of GNI),0.012190228328108788
805,"Population ages 25-29, male (% of male population)",0.012283526360988617
795,"Population ages 15-19, female (% of female population)",0.012436079792678356
486,Total natural resources rents (% of GDP),0.012492774054408073
95,"Exports of goods and services (BoP, current US$)",0.012677058577537537
581,Deposit interest rate (%),0.012706093490123749
193,Gross value added at basic prices (GVA) (current LCU),0.012857903726398945
798,"Population ages 15-64, female (% of total)",0.013151012361049652
520,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",0.01349005289375782
463,Energy related methane emissions (% of total),0.013675380498170853
772,Number of infant deaths,0.014088623225688934
1165,Population in urban agglomerations of more than 1 million,0.014256980270147324
897,"Industrial design applications, resident, by count",0.014455854892730713
824,"Population ages 65 and above, female (% of total)",0.014785878360271454
752,"Incidence of malaria (per 1,000 population at risk)",0.014985410496592522
298,"Children out of school, male (% of male primary school age)",0.01527592446655035
344,"Literacy rate, adult female (% of females ages 15 and above)",0.015315553173422813
1089,"International tourism, expenditures for travel items (current US$)",0.015539473854005337
762,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",0.015629027038812637
918,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),0.015836190432310104
390,"Repeaters, primary, total (% of total enrollment)",0.016413623467087746
1094,"International tourism, receipts for passenger transport items (current US$)",0.016497410833835602
261,"Primary income payments (BoP, current US$)",0.016902253031730652
531,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",0.01700614020228386
618,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",0.017017774283885956
97,Exports of goods and services (constant 2010 US$),0.017131131142377853
964,"Employers, total (% of total employment) (modeled ILO estimate)",0.01718302071094513
632,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.01755911484360695
267,"Service exports (BoP, current US$)",0.017822861671447754
900,Investment in water and sanitation with private participation (current US$),0.017963381484150887
835,"Population ages 80 and above, male (% of male population)",0.018327198922634125
348,"Literacy rate, youth female (% of females ages 15-24)",0.018543926998972893
600,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",0.019018394872546196
213,Imports of goods and services (current US$),0.019022518768906593
160,"Goods exports (BoP, current US$)",0.020249605178833008
649,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),0.02066974714398384
1108,Merchandise exports by the reporting economy (current US$),0.02117043361067772
1088,"International tourism, expenditures for passenger transport items (current US$)",0.021407991647720337
178,Gross fixed capital formation (current US$),0.021664917469024658
692,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.0222617294639349
901,Liner shipping connectivity index (maximum value in 2004 = 100),0.02262132428586483
793,"Population ages 10-14, female (% of female population)",0.02333195134997368
283,Total reserves minus gold (current US$),0.023371431976556778
165,Gross capital formation (constant 2010 US$),0.02416217140853405
139,GNI (constant 2010 US$),0.02418985217809677
1055,Scientific and technical journal articles,0.024347279220819473
75,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",0.024541961029171944
822,Population ages 65 and above (% of total),0.024698268622159958
593,"Listed domestic companies, total",0.024794159457087517
826,"Population ages 65 and above, male (% of total)",0.025158293545246124
152,"GNI, PPP (constant 2011 international $)",0.025456391274929047
700,Women's share of population ages 15+ living with HIV (%),0.026084743440151215
388,"Repeaters, primary, female (% of female enrollment)",0.02620863728225231
233,"Manufacturing, value added (current US$)",0.02658025175333023
417,"Secondary education, general pupils (% female)",0.027047164738178253
628,"Condom use, population ages 15-24, female (% of females ages 15-24)",0.028287842869758606
823,"Population ages 65 and above, female",0.028432590886950493
549,"People with basic handwashing facilities including soap and water, urban (% of urban population)",0.029068544507026672
80,Changes in inventories (current LCU),0.029110286384820938
346,"Literacy rate, adult total (% of people ages 15 and above)",0.029179725795984268
111,Final consumption expenditure (constant 2010 US$),0.02938484586775303
903,Mobile cellular subscriptions (per 100 people),0.029431317001581192
151,"GNI, Atlas method (current US$)",0.02948756143450737
159,General government final consumption expenditure (current US$),0.029768988490104675
827,"Population ages 65 and above, total",0.030467098578810692
543,"People using safely managed drinking water services, urban (% of urban population)",0.03051728382706642
297,"Children out of school, female (% of female primary school age)",0.030617397278547287
347,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",0.030684540048241615
76,"Agriculture, forestry, and fishing, value added (constant LCU)",0.031158853322267532
1050,High-technology exports (current US$),0.03195957839488983
928,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),0.03204666078090668
420,"Secondary education, teachers",0.03216906636953354
637,"Employment in services, female (% of female employment) (modeled ILO estimate)",0.03235885873436928
294,"Adolescents out of school, female (% of female lower secondary school age)",0.033016387373209
1034,Income share held by lowest 20%,0.03360946103930473
831,"Population ages 70-74, male (% of male population)",0.03372378647327423
538,People using at least basic sanitation services (% of population),0.03388386592268944
565,"Automated teller machines (ATMs) (per 100,000 adults)",0.03392244875431061
349,"Literacy rate, youth male (% of males ages 15-24)",0.03406154736876488
958,Coverage of unemployment benefits and ALMP (% of population),0.034429315477609634
418,"Secondary education, pupils",0.03490152209997177
1163,Population in largest city,0.0352422334253788
357,"Net intake rate in grade 1, male (% of official school-age population)",0.03548431769013405
537,"People using at least basic drinking water services, urban (% of urban population)",0.035716764628887177
841,"Population, total",0.036015789955854416
1057,"Trademark applications, direct nonresident",0.03640930354595184
810,"Population ages 40-44, female (% of female population)",0.03656372055411339
1087,"International tourism, expenditures (current US$)",0.036776069551706314
137,"GDP, PPP (current international $)",0.03694595769047737
262,"Primary income receipts (BoP, current US$)",0.03707406669855118
1095,"International tourism, receipts for travel items (current US$)",0.03757698833942413
707,Antiretroviral therapy coverage (% of people living with HIV),0.03759857639670372
782,Out-of-pocket expenditure (% of current health expenditure),0.037728987634181976
230,"Manufacturing, value added (constant 2010 US$)",0.03773532435297966
1075,"Cost to import, border compliance (US$)",0.0377538837492466
1120,Merchandise imports (current US$),0.03784159570932388
1100,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),0.038044217973947525
345,"Literacy rate, adult male (% of males ages 15 and above)",0.038102611899375916
472,Investment in energy with private participation (current US$),0.03830254450440407
608,"Stocks traded, total value (current US$)",0.03833158686757088
1136,"Share of tariff lines with international peaks, manufactured products (%)",0.03872460871934891
171,Gross domestic savings (current LCU),0.03872990608215332
153,"GNI, PPP (current international $)",0.039132073521614075
872,"Specialist surgical workforce (per 100,000 population)",0.03942159563302994
90,Discrepancy in expenditure estimate of GDP (constant LCU),0.03950881585478783
740,Domestic private health expenditure per capita (current US$),0.03952435776591301
296,Children out of school (% of primary school age),0.03968191519379616
238,"Net financial account (BoP, current US$)",0.040129292756319046
1146,"Tariff rate, applied, weighted mean, primary products (%)",0.04019872099161148
832,"Population ages 75-79, female (% of female population)",0.040780484676361084
167,Gross capital formation (current LCU),0.040814295411109924
1059,"Trademark applications, total",0.0410178005695343
156,General government final consumption expenditure (constant 2010 US$),0.041086141020059586
101,"Exports of goods, services and primary income (BoP, current US$)",0.041433438658714294
525,Nitrous oxide emissions (% change from 1990),0.041854627430438995
246,Net secondary income (Net current transfers from abroad) (current LCU),0.041870322078466415
886,"Air transport, passengers carried",0.04215792566537857
562,Urban land area where elevation is below 5 meters (sq. km),0.04291434958577156
912,Secure Internet servers (per 1 million people),0.042918913066387177
217,"Industry (including construction), value added (constant 2010 US$)",0.04300674796104431
902,Mobile cellular subscriptions,0.04319554567337036
750,"Immunization, measles (% of children ages 12-23 months)",0.043512195348739624
175,Gross fixed capital formation (constant 2010 US$),0.04388953372836113
115,Financial intermediary services indirectly Measured (FISIM) (constant LCU),0.044002097100019455
542,"People using safely managed drinking water services, rural (% of rural population)",0.04403376206755638
609,"Stocks traded, turnover ratio of domestic shares (%)",0.04449092596769333
203,"Households and NPISHs Final consumption expenditure, PPP (current international $)",0.045111753046512604
960,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),0.04525188356637955
687,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",0.045625150203704834
322,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",0.04576326534152031
777,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,0.045827098190784454
295,"Adolescents out of school, male (% of male lower secondary school age)",0.04613245278596878
759,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",0.046600744128227234
88,"Current account balance (BoP, current US$)",0.04699501395225525
800,"Population ages 15-64, male (% of total)",0.0474163182079792
1121,Merchandise imports by the reporting economy (current US$),0.04772119224071503
220,"Industry (including construction), value added (current US$)",0.04823681712150574
614,"Adolescent fertility rate (births per 1,000 women ages 15-19)",0.04843059182167053
506,CO2 emissions from solid fuel consumption (kt),0.04884202033281326
727,Current health expenditure (% of GDP),0.04950354993343353
989,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",0.051080372184515
1026,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",0.052193403244018555
422,"Secondary education, teachers, female",0.05314840003848076
350,"Literacy rate, youth total (% of people ages 15-24)",0.05330100655555725
1167,Urban population,0.05337987467646599
778,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,0.0535145066678524
694,Women who believe a husband is justified in beating his wife when she burns the food (%),0.05358142405748367
801,"Population ages 15-64, total",0.054140131920576096
913,"Trademark applications, nonresident, by count",0.05460337921977043
734,Domestic general government health expenditure (% of GDP),0.05483226478099823
210,Imports of goods and services (constant 2010 US$),0.05483820289373398
423,"Secondary education, vocational pupils",0.05484741926193237
780,Number of under-five deaths,0.05541287362575531
797,"Population ages 15-64, female",0.05571606755256653
951,Coverage of social protection and labor programs (% of population),0.05573190748691559
163,Gross capital formation (% of GDP),0.055887192487716675
161,"Goods imports (BoP, current US$)",0.05593327432870865
1091,"International tourism, number of departures",0.05618056654930115
736,Domestic general government health expenditure (% of general government expenditure),0.05626826733350754
833,"Population ages 75-79, male (% of male population)",0.056628987193107605
343,"Labor force, total",0.057486750185489655
477,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),0.05847611650824547
1047,Urban poverty gap at national poverty lines (%),0.058843523263931274
1058,"Trademark applications, direct resident",0.06006263568997383
136,"GDP, PPP (constant 2011 international $)",0.060430217534303665
500,CO2 emissions from gaseous fuel consumption (kt),0.060971733182668686
125,GDP (current LCU),0.06100095063447952
497,CO2 emissions (kt),0.06127922236919403
70,Adjusted savings: net national savings (% of GNI),0.06142021715641022
1060,Arms exports (SIPRI trend indicator values),0.06142975017428398
219,"Industry (including construction), value added (current LCU)",0.061522550880908966
140,GNI (constant LCU),0.06155882403254509
416,"Secondary education, general pupils",0.06218797340989113
519,Methane emissions (kt of CO2 equivalent),0.06334728002548218
1079,Export volume index (2000 = 100),0.06348883360624313
933,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",0.06358635425567627
241,Net primary income (Net income from abroad) (constant LCU),0.06378304958343506
308,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",0.06420190632343292
499,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",0.0644495040178299
839,"Population, male",0.06516413390636444
177,Gross fixed capital formation (current LCU),0.0651722401380539
597,Net foreign assets (current LCU),0.06548627465963364
7,Agricultural methane emissions (thousand metric tons of CO2 equivalent),0.06558368355035782
176,Gross fixed capital formation (constant LCU),0.06568334996700287
324,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",0.0665438175201416
547,People with basic handwashing facilities including soap and water (% of population),0.06656211614608765
859,"Prevalence of wasting, weight for height, female (% of children under 5)",0.06677848100662231
138,GDP: linked series (current LCU),0.06696195155382156
279,Textiles and clothing (% of value added in manufacturing),0.0670812800526619
31,Land under cereal production (hectares),0.06711408495903015
591,"International migrant stock, total",0.06778925657272339
758,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.06804069876670837
799,"Population ages 15-64, male",0.06825509667396545
1097,"Lead time to import, median case (days)",0.06860772520303726
559,Total greenhouse gas emissions (kt of CO2 equivalent),0.06866032630205154
268,"Service imports (BoP, current US$)",0.06954886764287949
908,Rail lines (total route-km),0.07000881433486938
209,Imports of goods and services (annual % growth),0.07014214247465134
828,"Population ages 65-69, female (% of female population)",0.07016588002443314
560,Urban land area (sq. km),0.07016902416944504
888,Container port traffic (TEU: 20 foot equivalent units),0.07100051641464233
1051,"Patent applications, nonresidents",0.07265350967645645
804,"Population ages 25-29, female (% of female population)",0.07285679876804352
688,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",0.07293406128883362
197,Households and NPISHs Final consumption expenditure (constant LCU),0.07304471731185913
116,Financial intermediary services indirectly Measured (FISIM) (current LCU),0.07392274588346481
786,"Population ages 0-14, female",0.07423236966133118
682,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),0.07452625036239624
255,"Personal remittances, received (current US$)",0.07467782497406006
198,Households and NPISHs Final consumption expenditure (current LCU),0.07513388991355896
119,"Foreign direct investment, net inflows (% of GDP)",0.07525408267974854
1105,Manufactures exports (% of merchandise exports),0.07645697146654129
573,Broad money to total reserves ratio,0.07647331058979034
135,"GDP per capita, PPP (current international $)",0.07655947655439377
389,"Repeaters, primary, male (% of male enrollment)",0.07709933817386627
150,"GNI per capita, PPP (current international $)",0.07869605720043182
192,Gross value added at basic prices (GVA) (constant LCU),0.07950317114591599
790,"Population ages 0-14, total",0.07986143231391907
487,Value lost due to electrical outages (% of sales for affected firms),0.07992781698703766
149,"GNI per capita, PPP (constant 2011 international $)",0.08024603128433228
376,"Primary education, teachers",0.08104317635297775
788,"Population ages 0-14, male",0.08111263811588287
548,"People with basic handwashing facilities including soap and water, rural (% of rural population)",0.08125671744346619
231,"Manufacturing, value added (constant LCU)",0.08170934021472931
697,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),0.08207711577415466
